CaseID,ActivityID,CompleteTimestamp
0,4,2011-10-01 09:45:09
0,2,2011-10-01 09:45:11
0,5,2011-10-01 09:45:11
0,6,2011-10-10 09:33:03
0,0,2011-10-13 08:37:29
3,4,2011-10-01 10:30:20
3,2,2011-10-01 10:30:21
3,5,2011-10-01 10:30:21
3,6,2011-10-10 10:54:03
3,3,2011-10-13 09:05:24
4,4,2011-10-01 08:44:40
4,2,2011-10-01 08:44:42
4,5,2011-10-01 08:44:42
4,4,2011-10-01 08:46:52
4,1,2011-10-01 08:46:52
4,2,2011-10-01 08:46:54
4,5,2011-10-01 08:46:54
4,6,2011-10-10 08:55:04
4,0,2011-10-27 07:17:53
5,4,2011-10-01 09:20:47
5,2,2011-10-01 09:20:49
5,5,2011-10-01 09:20:49
5,6,2011-10-06 07:49:46
5,3,2011-10-10 14:28:25
6,4,2011-10-01 13:40:08
6,2,2011-10-01 13:40:09
6,5,2011-10-01 13:40:10
6,6,2011-10-14 08:21:08
6,0,2011-10-21 07:08:14
7,4,2011-10-01 14:05:26
7,2,2011-10-01 14:05:27
7,5,2011-10-01 14:05:27
7,4,2011-10-04 10:59:20
7,1,2011-10-04 10:59:20
7,2,2011-10-04 10:59:21
7,5,2011-10-04 10:59:21
7,6,2011-10-10 11:33:58
7,4,2011-10-13 09:36:52
7,1,2011-10-13 09:36:52
7,2,2011-10-13 09:36:53
7,5,2011-10-13 09:36:53
7,6,2011-10-18 08:20:36
7,0,2011-10-18 10:01:28
8,4,2011-10-01 13:56:39
8,2,2011-10-01 13:56:40
8,5,2011-10-01 13:56:40
8,6,2011-10-11 08:19:12
8,0,2011-10-14 14:22:47
9,4,2011-10-01 13:58:41
9,2,2011-10-01 13:58:44
9,5,2011-10-01 13:58:44
9,1,2011-10-08 10:45:57
12,4,2011-10-01 14:01:43
12,2,2011-10-01 14:01:44
12,5,2011-10-01 14:01:44
12,6,2011-10-11 09:01:37
12,0,2011-10-14 13:41:03
14,4,2011-10-03 07:31:07
14,2,2011-10-03 07:31:08
14,5,2011-10-03 07:31:08
14,1,2011-10-03 07:36:43
14,4,2011-10-03 07:36:43
14,2,2011-10-03 07:36:44
14,5,2011-10-03 07:36:44
14,1,2011-10-19 16:51:53
16,4,2011-10-03 12:53:19
16,2,2011-10-03 12:53:20
16,5,2011-10-03 12:53:20
16,6,2011-10-14 08:08:48
16,0,2011-10-18 09:25:03
17,4,2011-10-03 09:15:53
17,2,2011-10-03 09:16:42
17,5,2011-10-03 09:16:42
17,1,2011-10-10 15:23:53
18,4,2011-10-03 07:53:24
18,2,2011-10-03 07:53:25
18,5,2011-10-03 07:53:25
18,1,2011-11-03 08:15:16
19,4,2011-10-03 09:47:47
19,2,2011-10-03 09:47:48
19,5,2011-10-03 09:47:48
19,1,2011-11-03 08:15:25
22,4,2011-10-03 08:35:59
22,2,2011-10-03 08:36:00
22,5,2011-10-03 08:36:00
22,1,2011-10-18 12:12:43
23,4,2011-10-03 11:19:45
23,2,2011-10-03 11:19:47
23,5,2011-10-03 11:19:47
23,6,2011-10-10 08:17:48
23,0,2011-10-11 12:57:01
24,4,2011-10-03 08:22:05
24,2,2011-10-03 08:22:06
24,5,2011-10-03 08:22:06
24,6,2011-10-10 11:52:46
24,3,2011-10-12 08:52:11
25,4,2011-10-03 10:37:05
25,2,2011-10-03 10:37:07
25,5,2011-10-03 10:37:07
25,1,2011-10-10 14:43:52
26,4,2011-10-03 08:21:41
26,2,2011-10-03 08:21:42
26,5,2011-10-03 08:21:42
26,6,2011-10-20 07:11:49
26,3,2011-10-26 06:07:33
29,4,2011-10-03 14:51:47
29,2,2011-10-03 14:51:48
