CaseID,ActivityID,CompleteTimestamp
1,7,2011-10-01 06:09:59
1,8,2011-10-01 09:37:32
1,6,2011-10-01 09:43:13
1,8,2011-10-01 12:27:57
1,13,2011-10-01 12:35:47
1,6,2011-10-01 12:35:48
1,14,2011-10-01 12:36:13
1,12,2011-10-01 12:36:25
1,14,2011-10-03 14:54:43
1,13,2011-10-03 14:56:19
1,12,2011-10-03 14:56:21
1,14,2011-10-03 14:56:34
1,12,2011-10-03 14:57:16
1,14,2011-10-10 08:13:44
1,16,2011-10-10 08:14:44
1,12,2011-10-10 08:14:45
1,17,2011-10-10 09:12:36
1,15,2011-10-10 09:30:54
1,17,2011-10-10 12:11:42
1,15,2011-10-10 12:14:13
1,17,2011-10-10 12:14:52
1,15,2011-10-10 12:17:34
2,7,2011-10-01 06:11:13
2,8,2011-10-01 09:31:25
2,6,2011-10-01 09:35:59
2,8,2011-10-03 09:12:02
2,6,2011-10-03 09:21:22
2,8,2011-10-03 11:21:06
2,6,2011-10-03 11:32:43
2,8,2011-10-03 11:32:52
2,13,2011-10-03 11:40:15
2,6,2011-10-03 11:40:17
2,14,2011-10-03 11:40:42
2,13,2011-10-03 11:44:19
2,12,2011-10-03 11:44:21
2,14,2011-10-10 14:46:59
2,12,2011-10-10 14:47:18
2,14,2011-10-10 17:29:54
2,12,2011-10-10 17:34:36
2,14,2011-10-14 16:15:44
2,12,2011-10-14 16:16:42
2,14,2011-10-17 17:41:28
2,13,2011-10-17 17:43:56
2,12,2011-10-17 17:43:57
2,14,2011-10-25 08:46:08
2,12,2011-10-25 08:50:48
2,14,2011-10-26 16:48:57
2,12,2011-10-26 16:50:22
2,14,2011-10-29 10:39:08
2,12,2011-10-29 10:41:29
2,14,2011-11-01 13:54:40
2,12,2011-11-01 13:55:35
2,14,2011-11-01 16:16:31
2,12,2011-11-01 16:21:02
2,14,2011-11-02 08:11:44
2,16,2011-11-02 08:15:16
2,12,2011-11-02 08:15:18
2,17,2011-11-04 14:24:21
2,15,2011-11-04 15:05:01
2,18,2012-02-15 11:29:26
4,1,2011-10-01 07:46:18
4,2,2011-10-01 08:15:43
4,7,2011-10-01 08:16:48
4,0,2011-10-01 08:16:49
4,8,2011-10-01 09:49:28
4,6,2011-10-01 09:50:14
4,8,2011-10-01 09:50:21
4,6,2011-10-01 09:53:55
4,8,2011-10-01 12:50:26
4,6,2011-10-01 13:00:02
5,7,2011-10-01 07:58:27
5,8,2011-10-01 08:26:42
5,6,2011-10-01 08:27:07
5,8,2011-10-01 09:40:40
5,6,2011-10-01 09:43:02
5,8,2011-10-10 15:42:24
5,6,2011-10-10 15:43:13
5,6,2011-11-01 08:15:08
6,1,2011-10-01 07:58:44
6,2,2011-10-01 08:08:36
6,7,2011-10-01 08:10:24
6,0,2011-10-01 08:10:25
6,8,2011-10-01 10:59:13
6,6,2011-10-01 11:03:35
6,8,2011-10-03 09:16:05
6,6,2011-10-03 09:17:29
6,8,2011-10-03 12:39:34
6,6,2011-10-03 12:42:55
7,7,2011-10-01 07:59:43
7,8,2011-10-01 09:44:00
7,6,2011-10-01 09:46:06
7,8,2011-10-01 10:18:51
7,13,2011-10-01 10:30:21
7,6,2011-10-01 10:30:24
7,14,2011-10-08 14:35:18
7,12,2011-10-08 14:38:17
7,14,2011-10-10 10:53:54
7,16,2011-10-10 10:54:03
7,12,2011-10-10 10:54:04
7,17,2011-10-13 09:00:48
7,15,2011-10-13 09:05:28
9,7,2011-10-01 09:08:17
9,8,2011-10-01 09:09:08
9,13,2011-10-01 09:20:49
9,6,2011-10-01 09:20:50
9,14,2011-10-01 09:21:20
9,12,2011-10-01 09:22:52
