CaseID,ActivityID,CompleteTimestamp
0,9,2011-09-30 22:38:44
0,6,2011-09-30 22:38:44
0,7,2011-09-30 22:39:37
0,0,2011-10-01 09:42:43
0,14,2011-10-01 09:45:09
0,5,2011-10-01 09:45:09
0,12,2011-10-01 09:45:11
0,15,2011-10-01 09:45:11
0,19,2011-10-01 09:45:13
0,21,2011-10-01 10:17:08
0,21,2011-10-08 14:32:00
0,16,2011-10-10 09:33:03
0,21,2011-10-10 09:33:05
0,8,2011-10-13 08:37:29
0,2,2011-10-13 08:37:29
0,10,2011-10-13 08:37:29
0,1,2011-10-13 08:37:29
0,22,2011-10-13 08:37:37
2,9,2011-10-01 06:10:30
2,6,2011-10-01 06:10:30
2,7,2011-10-01 06:11:13
2,19,2011-10-01 09:35:59
2,19,2011-10-03 09:21:22
2,19,2011-10-03 11:32:43
2,0,2011-10-03 11:34:25
2,5,2011-10-03 11:40:14
2,14,2011-10-03 11:40:14
2,12,2011-10-03 11:40:15
2,15,2011-10-03 11:40:15
2,19,2011-10-03 11:40:17
2,14,2011-10-03 11:44:17
2,11,2011-10-03 11:44:17
2,12,2011-10-03 11:44:19
2,15,2011-10-03 11:44:19
2,21,2011-10-03 11:44:21
2,21,2011-10-10 14:47:18
2,21,2011-10-10 17:34:36
2,21,2011-10-14 16:16:42
2,14,2011-10-17 17:43:53
2,11,2011-10-17 17:43:53
2,12,2011-10-17 17:43:55
2,15,2011-10-17 17:43:55
2,21,2011-10-17 17:43:57
2,21,2011-10-25 08:50:48
2,21,2011-10-26 16:50:22
2,21,2011-10-29 10:41:29
2,21,2011-11-01 13:55:35
2,21,2011-11-01 16:21:02
2,16,2011-11-02 08:15:16
2,21,2011-11-02 08:15:18
2,10,2011-11-04 15:04:52
2,2,2011-11-04 15:04:52
2,8,2011-11-04 15:04:52
2,1,2011-11-04 15:04:52
2,22,2011-11-04 15:05:01
3,9,2011-10-01 06:11:08
3,6,2011-10-01 06:11:09
3,4,2011-10-01 06:11:46
6,9,2011-10-01 07:45:37
6,6,2011-10-01 07:45:37
6,7,2011-10-01 08:16:48
6,17,2011-10-01 08:16:49
6,19,2011-10-01 09:50:14
6,19,2011-10-01 09:53:55
6,4,2011-10-01 12:59:58
6,19,2011-10-01 13:00:02
7,9,2011-10-01 07:57:42
7,6,2011-10-01 07:57:43
7,7,2011-10-01 07:58:27
7,19,2011-10-01 08:27:07
7,19,2011-10-01 09:43:02
7,19,2011-10-10 15:43:13
7,19,2011-11-01 08:15:08
7,3,2011-11-01 08:15:08
8,9,2011-10-01 07:58:30
8,6,2011-10-01 07:58:30
8,7,2011-10-01 08:10:24
8,17,2011-10-01 08:10:25
8,19,2011-10-01 11:03:35
8,19,2011-10-03 09:17:29
8,3,2011-10-03 12:42:53
8,19,2011-10-03 12:42:55
10,9,2011-10-01 08:37:39
10,6,2011-10-01 08:37:39
10,7,2011-10-01 08:38:20
10,0,2011-10-01 08:42:21
10,5,2011-10-01 08:44:40
10,14,2011-10-01 08:44:40
10,12,2011-10-01 08:44:42
10,15,2011-10-01 08:44:42
10,19,2011-10-01 08:44:43
10,21,2011-10-01 08:44:58
10,14,2011-10-01 08:46:52
10,11,2011-10-01 08:46:52
10,12,2011-10-01 08:46:54
10,15,2011-10-01 08:46:54
10,21,2011-10-01 08:46:56
10,21,2011-10-01 08:50:20
10,21,2011-10-01 08:50:34
10,21,2011-10-08 14:31:37
10,16,2011-10-10 08:55:04
10,21,2011-10-10 08:55:07
10,22,2011-10-13 10:36:12
10,20,2011-10-13 11:05:42
10,20,2011-10-13 11:53:16
10,20,2011-10-13 15:12:01
10,20,2011-10-13 15:14:13
10,20,2011-10-13 15:14:26
10,20,2011-10-15 13:17:31
10,20,2011-10-15 14:56:14
10,20,2011-10-17 11:32:51
10,20,2011-10-17 12:28:36
10,20,2011-10-18 14:46:24
10,20,2011-10-18 15:46:34
10,22,2011-10-19 06:53:21
10,20,2011-10-19 07:17:01
10,20,2011-10-19 07:24:19
10,20,2011-10-20 07:30:32
10,20,2011-10-24 13:24:55
10,20,2011-10-26 06:12:38
10,10,2011-10-27 07:17:53
10,2,2011-10-27 07:17:53
10,8,2011-10-27 07:17:53
10,1,2011-10-27 07:17:53
10,22,2011-10-27 07:18:01
12,9,2011-10-01 09:52:14
12,6,2011-10-01 09:52:14
12,17,2011-10-01 10:12:27
12,7,2011-10-01 10:20:54
12,17,2011-10-01 10:20:55
12,19,2011-10-01 11:27:08
12,19,2011-10-01 12:02:01
12,19,2011-10-01 13:15:17
12,19,2011-10-03 09:33:42
12,4,2011-10-03 13:48:17
12,19,2011-10-03 13:48:20
14,9,2011-10-01 10:36:08
14,6,2011-10-01 10:36:09
14,7,2011-10-01 10:36:59
14,19,2011-10-01 11:55:31
14,19,2011-10-01 13:15:12
14,19,2011-10-01 13:31:19
14,0,2011-10-01 13:36:06
14,14,2011-10-01 13:40:08
14,5,2011-10-01 13:40:08
14,12,2011-10-01 13:40:09
14,15,2011-10-01 13:40:10
14,19,2011-10-01 13:40:12
14,21,2011-10-01 13:48:39
14,21,2011-10-08 14:20:20
14,21,2011-10-10 18:49:26
14,21,2011-10-11 08:47:04
14,21,2011-10-11 17:55:07
14,21,2011-10-12 13:37:20
14,21,2011-10-13 16:35:43
14,16,2011-10-14 08:21:08
14,21,2011-10-14 08:21:10
14,22,2011-10-19 11:20:05
14,20,2011-10-19 11:32:57
14,20,2011-10-19 11:36:44
14,20,2011-10-19 17:11:47
14,20,2011-10-20 06:10:36
14,22,2011-10-20 08:08:56
14,20,2011-10-20 08:27:48
14,20,2011-10-20 08:45:06
14,22,2011-10-20 10:00:47
14,20,2011-10-20 10:32:33
14,20,2011-10-20 11:52:22
14,20,2011-10-20 14:25:42
14,22,2011-10-21 04:15:05
14,22,2011-10-21 07:05:10
14,10,2011-10-21 07:08:14
14,1,2011-10-21 07:08:14
14,8,2011-10-21 07:08:14
14,2,2011-10-21 07:08:14
14,22,2011-10-21 07:08:21
15,9,2011-10-01 10:39:34
15,6,2011-10-01 10:39:34
15,4,2011-10-01 12:54:53
15,17,2011-10-01 12:54:56
17,9,2011-10-01 11:12:58
17,6,2011-10-01 11:12:58
17,7,2011-10-01 11:13:42
17,19,2011-10-01 13:27:27
17,19,2011-10-01 13:42:01
17,0,2011-10-01 13:54:11
17,14,2011-10-01 13:56:39
17,5,2011-10-01 13:56:39
17,12,2011-10-01 13:56:40
17,15,2011-10-01 13:56:40
17,19,2011-10-01 13:56:43
17,21,2011-10-01 14:00:21
17,21,2011-10-08 13:32:48
17,16,2011-10-11 08:19:12
17,21,2011-10-11 08:19:14
17,22,2011-10-13 11:12:26
17,22,2011-10-13 13:04:19
17,20,2011-10-13 18:01:47
17,20,2011-10-14 08:06:41
17,20,2011-10-14 11:19:58
17,20,2011-10-14 11:37:05
17,20,2011-10-14 12:05:18
17,20,2011-10-14 13:49:18
17,10,2011-10-14 14:22:47
17,8,2011-10-14 14:22:47
17,2,2011-10-14 14:22:47
17,1,2011-10-14 14:22:47
17,22,2011-10-14 14:22:55
18,9,2011-10-01 11:44:12
18,6,2011-10-01 11:44:12
18,7,2011-10-01 12:56:21
18,17,2011-10-01 12:56:22
18,19,2011-10-01 13:50:01
18,19,2011-10-03 10:56:17
18,19,2011-10-03 13:55:10
18,19,2011-10-04 09:35:15
18,19,2011-10-04 11:26:21
18,19,2011-10-04 15:27:09
18,19,2011-10-05 07:32:15
18,19,2011-10-05 11:28:37
18,19,2011-10-05 16:14:09
18,19,2011-10-05 16:53:18
18,19,2011-10-06 08:00:04
18,19,2011-10-06 18:54:12
18,19,2011-10-07 16:34:58
18,19,2011-10-08 08:51:27
18,19,2011-10-08 09:30:22
18,4,2011-10-14 13:52:04
18,19,2011-10-14 13:52:09
19,9,2011-10-01 12:08:16
19,6,2011-10-01 12:08:16
19,7,2011-10-01 13:21:26
19,17,2011-10-01 13:21:27
19,0,2011-10-01 13:55:33
19,14,2011-10-01 13:58:41
19,5,2011-10-01 13:58:41
19,12,2011-10-01 13:58:44
19,15,2011-10-01 13:58:44
19,19,2011-10-01 13:58:47
19,11,2011-10-08 10:45:57
19,3,2011-10-08 10:45:57
19,21,2011-10-08 10:45:59
20,9,2011-10-01 12:09:16
20,6,2011-10-01 12:09:16
20,7,2011-10-01 13:24:16
20,17,2011-10-01 13:24:17
20,19,2011-10-01 13:57:08
20,19,2011-10-01 13:57:18
20,19,2011-10-01 14:00:29
20,19,2011-10-01 14:09:35
20,0,2011-10-01 14:33:21
20,5,2011-10-01 14:36:44
20,14,2011-10-01 14:36:44
20,12,2011-10-01 14:37:32
20,15,2011-10-01 14:37:32
20,19,2011-10-01 14:37:33
20,21,2011-10-01 14:39:20
20,11,2011-10-01 14:42:16
20,14,2011-10-01 14:42:16
20,12,2011-10-01 14:42:17
20,15,2011-10-01 14:42:17
20,21,2011-10-01 14:42:18
20,21,2011-10-01 14:48:25
20,4,2011-10-03 14:44:19
20,13,2011-10-03 14:44:19
20,21,2011-10-03 14:44:24
22,9,2011-10-01 12:50:09
22,6,2011-10-01 12:50:11
22,7,2011-10-01 12:50:51
22,19,2011-10-01 13:44:41
22,19,2011-10-01 14:00:04
22,19,2011-10-03 10:57:19
22,19,2011-10-04 07:28:25
22,19,2011-10-04 11:23:24
22,19,2011-10-04 15:57:28
