caseid,task,user,end_timestamp
0,W_Completeren aanvraag,UNK,2011-10-01T09:45:13.917000
0,W_Nabellen offertes,UNK,2011-10-01T10:17:08.924000
0,W_Nabellen offertes,10913.0,2011-10-08T14:32:00.886000
0,W_Nabellen offertes,11049.0,2011-10-10T09:33:05.791000
0,W_Valideren aanvraag,10629.0,2011-10-13T08:37:37.026000
2,W_Completeren aanvraag,10912.0,2011-10-01T09:35:59.637000
2,W_Completeren aanvraag,UNK,2011-10-03T09:21:22.417000
2,W_Completeren aanvraag,11201.0,2011-10-03T11:32:43.313000
2,W_Completeren aanvraag,11201.0,2011-10-03T11:40:17.062000
2,W_Nabellen offertes,11201.0,2011-10-03T11:44:21.261000
2,W_Nabellen offertes,UNK,2011-10-10T14:47:18.803000
2,W_Nabellen offertes,11119.0,2011-10-10T17:34:36.027000
2,W_Nabellen offertes,10912.0,2011-10-14T16:16:42.245000
2,W_Nabellen offertes,10861.0,2011-10-17T17:43:57.774000
2,W_Nabellen offertes,UNK,2011-10-25T08:50:48.186000
2,W_Nabellen offertes,11203.0,2011-10-26T16:50:22.004000
2,W_Nabellen offertes,11181.0,2011-10-29T10:41:29.569000
2,W_Nabellen offertes,11189.0,2011-11-01T13:55:35.020000
2,W_Nabellen offertes,11119.0,2011-11-01T16:21:02.356000
2,W_Nabellen offertes,11049.0,2011-11-02T08:15:18.683000
2,W_Valideren aanvraag,10609.0,2011-11-04T15:05:01.532000
3,W_Completeren aanvraag,10912.0,2011-10-01T09:40:24.141000
3,W_Completeren aanvraag,10912.0,2011-10-01T11:02:12.557000
6,W_Afhandelen leads,10912.0,2011-10-01T08:10:25.759000
6,W_Completeren aanvraag,11019.0,2011-10-01T11:03:35.216000
6,W_Completeren aanvraag,11180.0,2011-10-03T09:17:29.105000
6,W_Completeren aanvraag,11180.0,2011-10-03T12:42:55.584000
7,W_Completeren aanvraag,UNK,2011-10-01T09:46:06.342000
7,W_Completeren aanvraag,10912.0,2011-10-01T10:30:24.155000
7,W_Nabellen offertes,10913.0,2011-10-08T14:38:17.372000
7,W_Nabellen offertes,10899.0,2011-10-10T10:54:04.785000
7,W_Valideren aanvraag,10138.0,2011-10-13T09:05:28.082000
8,W_Completeren aanvraag,UNK,2011-10-01T08:44:43.954000
8,W_Nabellen offertes,UNK,2011-10-01T08:44:58.974000
8,W_Nabellen offertes,UNK,2011-10-01T08:46:56.631000
8,W_Nabellen offertes,UNK,2011-10-01T08:50:20.533000
8,W_Nabellen offertes,UNK,2011-10-01T08:50:34.704000
8,W_Nabellen offertes,11002.0,2011-10-08T14:31:37.972000
8,W_Nabellen offertes,11049.0,2011-10-10T08:55:07.452000
8,W_Valideren aanvraag,10629.0,2011-10-13T10:36:12.529000
8,W_Nabellen incomplete dossiers,UNK,2011-10-13T11:05:42.290000
8,W_Nabellen incomplete dossiers,10629.0,2011-10-13T11:53:16.314000
8,W_Nabellen incomplete dossiers,11122.0,2011-10-13T15:12:01.909000
8,W_Nabellen incomplete dossiers,11122.0,2011-10-13T15:14:13.926000
8,W_Nabellen incomplete dossiers,11122.0,2011-10-13T15:14:26.112000
8,W_Nabellen incomplete dossiers,10913.0,2011-10-15T13:17:31.488000
8,W_Nabellen incomplete dossiers,10913.0,2011-10-15T14:56:14.624000
8,W_Nabellen incomplete dossiers,UNK,2011-10-17T11:32:51.911000
8,W_Nabellen incomplete dossiers,UNK,2011-10-17T12:28:36.881000
8,W_Nabellen incomplete dossiers,10889.0,2011-10-18T14:46:24.246000
8,W_Nabellen incomplete dossiers,11002.0,2011-10-18T15:46:34.802000
8,W_Valideren aanvraag,10972.0,2011-10-19T06:53:21.372000
8,W_Nabellen incomplete dossiers,UNK,2011-10-19T07:17:01.695000
8,W_Nabellen incomplete dossiers,UNK,2011-10-19T07:24:19.095000
8,W_Nabellen incomplete dossiers,11049.0,2011-10-20T07:30:32.963000
8,W_Nabellen incomplete dossiers,11121.0,2011-10-24T13:24:55.532000
8,W_Nabellen incomplete dossiers,UNK,2011-10-26T06:12:38.415000
8,W_Valideren aanvraag,10972.0,2011-10-27T07:18:01.790000
10,W_Afhandelen leads,10912.0,2011-10-01T10:12:27.600000
10,W_Afhandelen leads,10939.0,2011-10-01T10:20:55.527000
10,W_Completeren aanvraag,10912.0,2011-10-01T11:27:08.763000
10,W_Completeren aanvraag,UNK,2011-10-01T12:02:01.804000
10,W_Completeren aanvraag,11000.0,2011-10-01T13:15:17.707000
10,W_Completeren aanvraag,UNK,2011-10-03T09:33:42.129000
10,W_Completeren aanvraag,11201.0,2011-10-03T13:48:20.505000
12,W_Afhandelen leads,10939.0,2011-10-01T12:54:56.346000
14,W_Completeren aanvraag,11000.0,2011-10-01T13:27:27.909000
14,W_Completeren aanvraag,UNK,2011-10-01T13:42:01.062000
14,W_Completeren aanvraag,11000.0,2011-10-01T13:56:43.006000
14,W_Nabellen offertes,11000.0,2011-10-01T14:00:21.937000
14,W_Nabellen offertes,11000.0,2011-10-08T13:32:48.196000
14,W_Nabellen offertes,UNK,2011-10-11T08:19:14.044000
14,W_Valideren aanvraag,10609.0,2011-10-13T11:12:26.149000
14,W_Valideren aanvraag,10629.0,2011-10-13T13:04:19.365000
14,W_Nabellen incomplete dossiers,10939.0,2011-10-13T18:01:47.622000
14,W_Nabellen incomplete dossiers,11019.0,2011-10-14T08:06:41.548000
14,W_Nabellen incomplete dossiers,UNK,2011-10-14T11:19:58.402000
14,W_Nabellen incomplete dossiers,UNK,2011-10-14T11:37:05.114000
14,W_Nabellen incomplete dossiers,11000.0,2011-10-14T12:05:18.189000
14,W_Nabellen incomplete dossiers,UNK,2011-10-14T13:49:18.747000
14,W_Valideren aanvraag,10629.0,2011-10-14T14:22:55.654000
15,W_Afhandelen leads,10939.0,2011-10-01T12:56:22.258000
15,W_Completeren aanvraag,UNK,2011-10-01T13:50:01.022000
15,W_Completeren aanvraag,11180.0,2011-10-03T10:56:17.811000
15,W_Completeren aanvraag,11201.0,2011-10-03T13:55:10.703000
15,W_Completeren aanvraag,11169.0,2011-10-04T09:35:15.898000
15,W_Completeren aanvraag,11179.0,2011-10-04T11:26:21.211000
15,W_Completeren aanvraag,11122.0,2011-10-04T15:27:09.867000
15,W_Completeren aanvraag,11180.0,2011-10-05T07:32:15.950000
15,W_Completeren aanvraag,UNK,2011-10-05T11:28:37.728000
15,W_Completeren aanvraag,UNK,2011-10-05T16:14:09.139000
15,W_Completeren aanvraag,UNK,2011-10-05T16:53:18.185000
15,W_Completeren aanvraag,11201.0,2011-10-06T08:00:04.158000
15,W_Completeren aanvraag,11180.0,2011-10-06T18:54:12.674000
15,W_Completeren aanvraag,11181.0,2011-10-07T16:34:58.370000
15,W_Completeren aanvraag,10913.0,2011-10-08T08:51:27.693000
15,W_Completeren aanvraag,11181.0,2011-10-08T09:30:22.029000
15,W_Completeren aanvraag,UNK,2011-10-14T13:52:09.143000
16,W_Afhandelen leads,10939.0,2011-10-01T13:21:27.382000
16,W_Completeren aanvraag,UNK,2011-10-01T13:58:47.041000
16,W_Nabellen offertes,11000.0,2011-10-08T10:45:59.872000
17,W_Afhandelen leads,10939.0,2011-10-01T13:24:17.903000
17,W_Completeren aanvraag,10939.0,2011-10-01T13:57:08.108000
17,W_Completeren aanvraag,10939.0,2011-10-01T13:57:18.128000
17,W_Completeren aanvraag,UNK,2011-10-01T14:00:29.127000
17,W_Completeren aanvraag,11019.0,2011-10-01T14:09:35.915000
17,W_Completeren aanvraag,11119.0,2011-10-01T14:37:33.942000
17,W_Nabellen offertes,11119.0,2011-10-01T14:39:20.513000
17,W_Nabellen offertes,11119.0,2011-10-01T14:42:18.798000
17,W_Nabellen offertes,11119.0,2011-10-01T14:48:25.529000
17,W_Nabellen offertes,11001.0,2011-10-03T14:44:24.049000
18,W_Completeren aanvraag,11000.0,2011-10-01T13:34:03.433000
18,W_Completeren aanvraag,UNK,2011-10-01T14:50:03.374000
18,W_Nabellen offertes,10899.0,2011-10-07T10:40:20.348000
18,W_Valideren aanvraag,10138.0,2011-10-11T08:39:37.710000
19,W_Completeren aanvraag,11000.0,2011-10-01T13:44:41.812000
19,W_Completeren aanvraag,10939.0,2011-10-01T14:00:04.254000
19,W_Completeren aanvraag,11180.0,2011-10-03T10:57:19.896000
19,W_Completeren aanvraag,UNK,2011-10-04T07:28:25.001000
19,W_Completeren aanvraag,11001.0,2011-10-04T11:23:24.422000
19,W_Completeren aanvraag,11179.0,2011-10-04T15:57:28.524000
19,W_Completeren aanvraag,11180.0,2011-10-05T07:52:18.491000
19,W_Completeren aanvraag,UNK,2011-10-05T11:52:14.235000
19,W_Completeren aanvraag,11181.0,2011-10-05T16:39:11.602000
19,W_Completeren aanvraag,11189.0,2011-10-06T07:59:11.701000
19,W_Completeren aanvraag,UNK,2011-10-07T07:18:19.534000
19,W_Completeren aanvraag,11181.0,2011-10-07T16:41:57.476000
19,W_Completeren aanvraag,11181.0,2011-10-08T09:12:22.490000
19,W_Completeren aanvraag,10809.0,2011-10-14T11:51:42.183000
19,W_Completeren aanvraag,10809.0,2011-10-14T11:52:59.787000
19,W_Completeren aanvraag,10809.0,2011-10-14T12:26:30.998000
19,W_Beoordelen fraude,10809.0,2011-10-14T12:26:59.868000
19,W_Beoordelen fraude,10809.0,2011-10-14T12:28:41.859000
22,W_Completeren aanvraag,11019.0,2011-10-01T14:45:56.460000
22,W_Completeren aanvraag,11203.0,2011-10-01T14:48:23.746000
22,W_Completeren aanvraag,11180.0,2011-10-03T11:48:25.069000
22,W_Completeren aanvraag,UNK,2011-10-04T07:34:40.289000
22,W_Completeren aanvraag,11169.0,2011-10-04T11:11:09.043000
22,W_Completeren aanvraag,11122.0,2011-10-04T15:17:33.659000
22,W_Completeren aanvraag,11180.0,2011-10-05T07:20:40.159000
22,W_Completeren aanvraag,UNK,2011-10-05T08:42:52.632000
22,W_Completeren aanvraag,UNK,2011-10-05T12:05:43.045000
22,W_Completeren aanvraag,11181.0,2011-10-05T16:50:58.641000
22,W_Completeren aanvraag,UNK,2011-10-06T07:58:22.447000
22,W_Completeren aanvraag,11180.0,2011-10-06T18:52:12.238000
