CaseID,ActivityID,CompleteTimestamp
1,1,2017-02-13 14:50:51
1,39,2017-02-13 14:50:51
1,38,2017-02-13 14:50:51
1,49,2017-02-13 14:50:51
1,48,2017-02-13 14:50:51
1,57,2017-02-13 14:50:51
1,56,2017-02-13 14:50:51
1,0,2017-02-13 14:50:51
1,5,2017-02-13 14:50:51
1,53,2017-02-13 14:50:51
1,52,2017-02-13 14:50:51
1,75,2017-02-13 14:50:51
1,74,2017-02-13 14:50:51
1,51,2017-02-13 14:50:51
1,50,2017-02-13 14:50:51
1,4,2017-02-13 14:50:51
1,23,2017-02-13 14:50:51
1,89,2017-02-13 14:50:51
1,88,2017-02-13 14:50:51
1,73,2017-02-13 14:50:51
1,72,2017-02-13 14:50:51
1,22,2017-02-13 14:50:51
2,1,2017-02-13 14:50:51
2,39,2017-02-13 14:50:51
2,38,2017-02-13 14:50:51
2,49,2017-02-13 14:50:51
2,48,2017-02-13 14:50:51
2,57,2017-02-13 14:50:51
2,56,2017-02-13 14:50:51
2,0,2017-02-13 14:50:51
2,5,2017-02-13 14:50:51
2,53,2017-02-13 14:50:51
2,52,2017-02-13 14:50:51
2,75,2017-02-13 14:50:51
2,74,2017-02-13 14:50:51
2,51,2017-02-13 14:50:51
2,50,2017-02-13 14:50:51
2,4,2017-02-13 14:50:51
2,9,2017-02-13 14:50:51
2,63,2017-02-13 14:50:51
2,62,2017-02-13 14:50:51
2,8,2017-02-13 14:50:51
2,7,2017-02-13 14:50:51
2,85,2017-02-13 14:50:51
2,84,2017-02-13 14:50:51
2,6,2017-02-13 14:50:51
4,1,2017-02-13 14:50:51
4,39,2017-02-13 14:50:51
4,38,2017-02-13 14:50:51
4,49,2017-02-13 14:50:51
4,48,2017-02-13 14:50:51
4,57,2017-02-13 14:50:51
4,56,2017-02-13 14:50:51
4,0,2017-02-13 14:50:51
4,5,2017-02-13 14:50:51
4,53,2017-02-13 14:50:51
4,52,2017-02-13 14:50:51
4,75,2017-02-13 14:50:51
4,74,2017-02-13 14:50:51
4,51,2017-02-13 14:50:51
4,50,2017-02-13 14:50:51
4,4,2017-02-13 14:50:51
4,5,2017-02-13 14:50:51
4,53,2017-02-13 14:50:51
4,52,2017-02-13 14:50:51
4,75,2017-02-13 14:50:51
4,74,2017-02-13 14:50:51
4,51,2017-02-13 14:50:51
