caseid,task,user,end_timestamp
0,Queued-Awaiting Assignment,Minnie-Org line A2,2006-01-11T14:49:42.000000
0,Accepted-In Progress,Minnie-Org line A2,2012-03-15T10:53:52.000000
0,Accepted-Assigned,Minnie-Org line A2,2012-03-15T10:56:17.000000
0,Accepted-In Progress,Minnie-Org line A2,2012-03-15T11:09:05.000000
0,Completed-Closed,Minnie-Org line A2,2012-03-15T11:11:33.000000
1,Accepted-In Progress,Tomas-Org line A2,2006-11-07T09:00:36.000000
1,Accepted-In Progress,Tomas-Org line A2,2006-11-07T12:05:44.000000
1,Accepted-Wait,Tomas-Org line A2,2009-12-02T13:24:32.000000
1,Accepted-In Progress,Tomas-Org line A2,2011-09-03T05:09:09.000000
1,Accepted-In Progress,Carrie-Org line A2,2012-01-20T09:23:24.000000
1,Completed-Closed,Carrie-Org line A2,2012-01-20T09:23:27.000000
2,Accepted-In Progress,Tomas-Org line A2,2007-03-20T08:06:25.000000
2,Accepted-Wait,Tomas-Org line A2,2009-12-02T13:24:31.000000
2,Accepted-In Progress,Tomas-Org line A2,2011-09-03T05:10:53.000000
2,Accepted-In Progress,Carrie-Org line A2,2012-01-18T07:52:41.000000
2,Completed-Closed,Carrie-Org line A2,2012-01-18T07:52:43.000000
3,Accepted-In Progress,Tomas-Org line A2,2007-05-10T14:21:54.000000
3,Accepted-Wait,Tomas-Org line A2,2009-12-02T13:24:33.000000
3,Accepted-In Progress,Tomas-Org line A2,2011-09-03T05:10:59.000000
3,Accepted-In Progress,Carrie-Org line A2,2012-01-18T07:20:53.000000
3,Completed-Closed,Carrie-Org line A2,2012-01-18T07:21:10.000000
4,Accepted-In Progress,Niklas-Org line A2,2007-07-25T12:21:05.000000
4,Accepted-Wait,Niklas-Org line A2,2009-12-02T13:24:32.000000
4,Queued-Awaiting Assignment,Niklas-Org line A2,2010-08-25T09:13:01.000000
4,Accepted-In Progress,Niklas-Org line A2,2011-09-05T07:24:13.000000
4,Accepted-Assigned,Niklas-Org line A2,2011-11-14T15:10:25.000000
4,Accepted-In Progress,Niklas-Org line A2,2012-01-03T10:30:35.000000
4,Completed-Closed,Niklas-Org line A2,2012-01-03T10:31:53.000000
5,Accepted-In Progress,Tomas-Org line A2,2008-05-07T16:58:51.000000
5,Accepted-In Progress,Tomas-Org line A2,2008-10-06T14:44:37.000000
5,Accepted-Wait,Tomas-Org line A2,2009-12-02T13:24:34.000000
5,Accepted-In Progress,Tomas-Org line A2,2011-09-01T22:27:50.000000
5,Accepted-In Progress,Tomas-Org line A2,2011-09-01T22:27:55.000000
5,Accepted-In Progress,Carrie-Org line A2,2012-01-20T06:53:32.000000
5,Completed-Closed,Carrie-Org line A2,2012-01-20T06:53:35.000000
6,Accepted-In Progress,Tomas-Org line A2,2008-06-04T10:02:18.000000
6,Accepted-Wait,Tomas-Org line A2,2009-12-02T13:24:34.000000
6,Queued-Awaiting Assignment,Tomas-Org line A2,2010-08-25T09:06:45.000000
6,Accepted-In Progress,Tomas-Org line A2,2011-09-03T06:02:11.000000
6,Accepted-Assigned,Niklas-Org line A2,2011-11-14T15:09:27.000000
6,Accepted-In Progress,Tomas-Org line A2,2012-01-05T13:08:18.000000
6,Completed-Closed,Tomas-Org line A2,2012-01-05T13:09:00.000000
7,Accepted-In Progress,Juan-Org line V7n,2008-11-13T08:43:32.000000
7,Accepted-In Progress,Juan-Org line V7n,2012-01-30T09:56:24.000000
7,Accepted-In Progress,Juan-Org line V7n,2012-01-30T10:12:05.000000
7,Queued-Awaiting Assignment,Earl-Org line V7n,2012-02-16T13:52:16.000000
7,Accepted-In Progress,Juan-Org line V7n,2012-02-16T14:09:17.000000
7,Queued-Awaiting Assignment,Earl-Org line V7n,2012-02-16T14:09:43.000000
7,Accepted-In Progress,Juan-Org line V7n,2012-02-16T14:10:10.000000
7,Completed-Closed,Juan-Org line V7n,2012-03-19T08:26:32.000000
8,Accepted-In Progress,Tomas-Org line A2,2008-11-13T10:01:04.000000
8,Accepted-Wait,Tomas-Org line A2,2009-12-02T13:24:35.000000
8,Accepted-In Progress,Tomas-Org line A2,2011-11-14T14:57:27.000000
8,Accepted-In Progress,Carrie-Org line A2,2012-01-18T09:17:14.000000
8,Completed-Closed,Carrie-Org line A2,2012-01-18T09:19:21.000000
9,Accepted-In Progress,Mats-Org line A2,2009-06-25T07:47:52.000000
9,Accepted-In Progress,Mats-Org line A2,2012-03-28T11:10:36.000000
9,Completed-Closed,Mats-Org line A2,2012-03-28T11:12:08.000000
10,Accepted-In Progress,Per-Org line C,2009-08-11T06:44:51.000000
10,Queued-Awaiting Assignment,Per-Org line C,2009-08-11T06:55:12.000000
10,Accepted-Assigned,Per-Org line C,2009-08-11T10:01:25.000000
10,Queued-Awaiting Assignment,Per-Org line C,2010-05-18T10:35:53.000000
10,Accepted-In Progress,Tony-Org line C,2010-06-16T10:00:32.000000
10,Accepted-Wait,Tony-Org line C,2011-10-01T20:40:28.000000
10,Queued-Awaiting Assignment,Tony-Org line C,2011-12-07T11:41:00.000000
10,Accepted-In Progress,Reza-Org line C,2012-02-15T11:01:20.000000
10,Completed-Closed,Reza-Org line C,2012-02-19T20:57:21.000000
11,Accepted-In Progress,Richard-Org line C,2009-09-07T12:33:24.000000
11,Unmatched-Unmatched,Richard-Org line C,2009-09-14T09:37:50.000000
11,Completed-Closed,Richard-Org line C,2012-04-30T10:21:43.000000
12,Queued-Awaiting Assignment,Adam-Org line A2,2009-09-16T20:42:12.000000
12,Accepted-In Progress,Adam-Org line A2,2009-09-28T09:26:19.000000
12,Accepted-Wait,Adam-Org line A2,2009-09-28T09:26:30.000000
12,Queued-Awaiting Assignment,Adam-Org line A2,2010-04-08T10:09:22.000000
12,Queued-Awaiting Assignment,Adam-Org line A2,2010-04-08T10:11:51.000000
12,Accepted-In Progress,Adam-Org line A2,2010-04-12T08:05:58.000000
12,Accepted-Wait,Adam-Org line A2,2010-04-12T08:10:24.000000
12,Accepted-In Progress,Adam-Org line A2,2011-10-18T14:09:14.000000
12,Accepted-Wait,Adam-Org line A2,2012-05-24T08:02:19.000000
12,Completed-Closed,Adam-Org line A2,2012-05-24T09:03:31.000000
13,Accepted-In Progress,Stefan-Org line C,2009-09-18T10:50:02.000000
13,Unmatched-Unmatched,Stefan-Org line C,2009-11-17T13:07:38.000000
13,Completed-Closed,Stefan-Org line C,2012-03-13T10:53:35.000000
14,Accepted-In Progress,Kerstin-Org line V2,2009-09-21T12:13:43.000000
14,Completed-Closed,Kerstin-Org line V2,2012-02-07T12:22:11.000000
16,Accepted-In Progress,Rajashekar-Org line A2,2009-09-23T09:52:27.000000
16,Accepted-Assigned,Rajashekar-Org line A2,2010-01-04T08:00:17.000000
16,Accepted-In Progress,Rajashekar-Org line A2,2010-03-17T15:36:20.000000
16,Accepted-Assigned,Rajashekar-Org line A2,2010-11-09T11:35:55.000000
16,Accepted-In Progress,Rajashekar-Org line A2,2010-11-09T13:20:48.000000
16,Accepted-In Progress,Kalpesh-Org line A2,2012-03-30T06:00:47.000000
16,Accepted-Assigned,Tise-Org line A2,2012-03-30T06:05:44.000000
16,Accepted-In Progress,TulasiPrasad-Org line A2,2012-04-19T08:01:14.000000
16,Completed-Closed,TulasiPrasad-Org line A2,2012-04-19T08:01:38.000000
17,Accepted-In Progress,Carrie-Org line A2,2009-10-14T16:12:54.000000
17,Accepted-Wait,Carrie-Org line A2,2009-12-02T13:24:37.000000
17,Accepted-In Progress,Carrie-Org line A2,2011-09-01T22:22:08.000000
17,Accepted-In Progress,Carrie-Org line A2,2012-02-01T08:46:54.000000
17,Completed-Closed,Carrie-Org line A2,2012-02-01T08:46:57.000000
18,Accepted-Wait,Henrik-Org line A2,2009-10-26T13:47:10.000000
18,Unmatched-Unmatched,Henrik-Org line A2,2009-10-27T08:57:26.000000
18,Queued-Awaiting Assignment,Henrik-Org line A2,2010-03-02T12:44:22.000000
18,Accepted-In Progress,Katarzyna-Org line A2,2010-03-02T12:46:10.000000
18,Accepted-Wait,Katarzyna-Org line A2,2010-03-02T12:46:18.000000
18,Accepted-Assigned,Damian-Org line A2,2011-04-11T07:10:20.000000
18,Accepted-Assigned,Katarzyna-Org line A2,2011-04-11T07:11:48.000000
18,Accepted-Wait,Katarzyna-Org line A2,2011-11-28T07:21:27.000000
18,Accepted-In Progress,Katarzyna-Org line A2,2012-03-30T08:53:50.000000
18,Completed-Closed,Katarzyna-Org line A2,2012-03-30T08:53:53.000000
19,Accepted-In Progress,Henrik-Org line A2,2009-10-27T08:42:40.000000
19,Accepted-Wait,Henrik-Org line A2,2009-10-27T08:42:49.000000
19,Queued-Awaiting Assignment,Henrik-Org line A2,2010-03-02T12:43:43.000000
19,Accepted-In Progress,Ricardo-Org line A1,2010-03-02T12:44:26.000000
19,Accepted-In Progress,Katarzyna-Org line A2,2010-03-03T07:04:11.000000
19,Accepted-Wait,Katarzyna-Org line A2,2010-06-13T20:32:03.000000
19,Accepted-Assigned,Damian-Org line A2,2011-04-11T07:12:04.000000
19,Accepted-Wait,Damian-Org line A2,2011-11-23T10:55:39.000000
19,Completed-Closed,Damian-Org line A2,2012-01-19T07:55:41.000000
20,Accepted-In Progress,Henrik-Org line A2,2009-10-30T12:49:04.000000
20,Accepted-Assigned,Henrik-Org line A2,2009-10-30T12:57:13.000000
20,Queued-Awaiting Assignment,Henrik-Org line A2,2010-03-02T12:43:50.000000
20,Accepted-In Progress,Katarzyna-Org line A2,2010-03-02T12:45:25.000000
20,Accepted-Wait,Katarzyna-Org line A2,2010-03-02T12:45:37.000000
20,Completed-Closed,Katarzyna-Org line A2,2012-03-30T08:54:30.000000
21,Accepted-In Progress,Roger-Org line A2,2009-11-04T07:07:28.000000
21,Accepted-In Progress,Roger-Org line A2,2010-03-03T14:51:55.000000
21,Accepted-Assigned,Piotr-Org line A2,2010-03-03T14:52:18.000000
21,Accepted-Assigned,Piotr-Org line A2,2010-05-24T15:04:58.000000
21,Accepted-Assigned,Henrik-Org line A2,2010-08-09T10:39:59.000000
21,Accepted-In Progress,Katarzyna-Org line A2,2012-04-02T08:18:59.000000
21,Completed-Closed,Katarzyna-Org line A2,2012-04-02T08:19:30.000000
22,Queued-Awaiting Assignment,Ingela-Org line V2,2009-11-09T15:38:14.000000
22,Accepted-In Progress,Ingela-Org line V2,2009-11-24T08:41:50.000000
22,Accepted-Wait,Ingela-Org line V2,2010-09-10T08:45:16.000000
22,Accepted-In Progress,Ingela-Org line V2,2011-03-28T09:52:46.000000
22,Accepted-Wait,Ingela-Org line V2,2012-01-04T14:53:26.000000
22,Completed-Closed,Ingela-Org line V2,2012-04-13T11:41:36.000000
24,Accepted-In Progress,Joris-Org line A2,2009-11-24T08:44:43.000000
24,Queued-Awaiting Assignment,Joris-Org line A2,2009-11-30T09:45:01.000000
24,Accepted-In Progress,Joris-Org line A2,2010-03-14T12:40:26.000000
24,Unmatched-Unmatched,Joris-Org line A2,2010-03-14T12:40:36.000000
24,Completed-Closed,Joris-Org line A2,2012-01-18T13:26:41.000000
25,Unmatched-Unmatched,Lars-Org line A2,2009-12-04T11:10:14.000000
25,Accepted-Assigned,Lars-Org line A2,2010-11-29T10:52:49.000000
25,Accepted-In Progress,Lars-Org line A2,2012-04-14T15:22:00.000000
25,Completed-Closed,Lars-Org line A2,2012-04-14T15:22:21.000000
26,Accepted-In Progress,Andre-Org line A2,2009-12-14T13:29:17.000000
26,Accepted-In Progress,Andre-Org line A2,2012-01-10T08:32:43.000000
26,Completed-Closed,Andre-Org line A2,2012-01-10T08:33:57.000000
27,Accepted-In Progress,Minnie-Org line A2,2009-12-16T11:59:24.000000
27,Accepted-In Progress,Minnie-Org line A2,2012-03-15T11:21:25.000000
27,Completed-Closed,Minnie-Org line A2,2012-03-15T11:21:47.000000
28,Accepted-In Progress,Kenny-Org line A2,2009-12-16T19:47:26.000000
28,Accepted-In Progress,Kenny-Org line A2,2012-03-14T12:04:51.000000
28,Completed-Closed,Kenny-Org line A2,2012-03-14T12:07:29.000000
31,Accepted-In Progress,Lena-Org line A2,2010-01-05T15:42:20.000000
31,Completed-Closed,Lena-Org line A2,2012-03-20T15:14:00.000000
33,Accepted-In Progress,Mats-Org line C,2010-01-14T14:02:21.000000
33,Queued-Awaiting Assignment,Mats-Org line C,2010-01-15T14:10:22.000000
33,Queued-Awaiting Assignment,Mats-Org line C,2011-09-23T13:06:05.000000
33,Accepted-In Progress,Mats-Org line C,2012-02-08T07:11:21.000000
33,Completed-Closed,Mats-Org line C,2012-02-08T07:14:29.000000
34,Accepted-In Progress,Daniel-Org line A2,2010-01-21T15:42:26.000000
34,Accepted-In Progress,Daniel-Org line A2,2012-04-11T14:38:17.000000
34,Completed-Closed,Daniel-Org line A2,2012-04-11T14:39:02.000000
35,Accepted-In Progress,Roger-Org line A2,2010-01-25T08:19:08.000000
35,Accepted-Assigned,Roger-Org line A2,2010-02-08T10:41:12.000000
35,Accepted-In Progress,Roger-Org line A2,2010-03-03T14:54:09.000000
35,Accepted-Assigned,Barbara-Org line A2,2010-03-03T14:54:25.000000
35,Accepted-In Progress,Barbara-Org line A2,2012-03-28T12:39:46.000000
35,Completed-Closed,Barbara-Org line A2,2012-03-28T12:39:49.000000
36,Accepted-In Progress,Ann-Org line A2,2010-01-25T06:44:36.000000
36,Accepted-Assigned,Ann-Org line A2,2011-12-16T09:26:27.000000
36,Accepted-Wait,Ann-Org line A2,2012-03-30T11:09:18.000000
36,Completed-Closed,Ann-Org line A2,2012-03-30T11:24:18.000000
37,Accepted-In Progress,Anders-Org line A2,2010-01-27T12:58:09.000000
37,Completed-Closed,Anders-Org line A2,2012-02-29T11:20:13.000000
38,Accepted-In Progress,Daniel-Org line A2,2010-02-02T14:50:20.000000
38,Accepted-In Progress,Daniel-Org line A2,2012-04-11T14:39:33.000000
38,Completed-Closed,Daniel-Org line A2,2012-04-11T14:40:09.000000
39,Accepted-In Progress,Ewa-Org line A2,2010-02-03T08:34:32.000000
39,Queued-Awaiting Assignment,Ewa-Org line A2,2010-02-03T08:45:18.000000
39,Accepted-In Progress,Ewa-Org line A2,2010-02-03T09:40:51.000000
39,Accepted-Assigned,Ewa-Org line A2,2010-02-03T09:40:58.000000
39,Accepted-In Progress,Ewa-Org line A2,2011-12-20T21:25:19.000000
39,Completed-Closed,Ewa-Org line A2,2012-01-03T12:13:02.000000
40,Accepted-In Progress,Carrie-Org line A2,2010-02-05T09:00:12.000000
40,Accepted-In Progress,Carrie-Org line A2,2012-02-23T13:34:50.000000
40,Completed-Closed,Carrie-Org line A2,2012-02-23T13:37:00.000000
41,Queued-Awaiting Assignment,Martin-Org line C,2010-02-12T13:00:54.000000
