caseid,task,user,end_timestamp
0,O_SELECTED,10862,2011-10-01T09:45:09.243000
0,O_CREATED,10862,2011-10-01T09:45:11.197000
0,O_SENT,10862,2011-10-01T09:45:11.380000
0,O_SENT_BACK,11049,2011-10-10T09:33:03.668000
0,O_ACCEPTED,10629,2011-10-13T08:37:29.226000
1,O_SELECTED,10862,2011-10-01T12:35:46.016000
1,O_CREATED,10862,2011-10-01T12:35:47.488000
1,O_SENT,10862,2011-10-01T12:35:47.583000
1,O_SELECTED,11120,2011-10-03T14:56:17.731000
1,O_CANCELLED,11120,2011-10-03T14:56:17.731000
1,O_CREATED,11120,2011-10-03T14:56:19.613000
1,O_SENT,11120,2011-10-03T14:56:19.645000
1,O_SENT_BACK,11049,2011-10-10T08:14:43.775000
1,O_ACCEPTED,10809,2011-10-10T12:17:26.306000
2,O_SELECTED,11201,2011-10-03T11:40:14.632000
2,O_CREATED,11201,2011-10-03T11:40:15.605000
2,O_SENT,11201,2011-10-03T11:40:15.651000
2,O_SELECTED,11201,2011-10-03T11:44:17.619000
2,O_CANCELLED,11201,2011-10-03T11:44:17.619000
2,O_CREATED,11201,2011-10-03T11:44:19.671000
2,O_SENT,11201,2011-10-03T11:44:19.719000
2,O_SELECTED,10861,2011-10-17T17:43:53.587000
2,O_CANCELLED,10861,2011-10-17T17:43:53.587000
2,O_CREATED,10861,2011-10-17T17:43:55.219000
2,O_SENT,10861,2011-10-17T17:43:55.387000
2,O_SENT_BACK,11049,2011-11-02T08:15:16.203000
2,O_ACCEPTED,10609,2011-11-04T15:04:52.611000
3,O_SELECTED,10912,2011-10-01T10:30:20.556000
3,O_CREATED,10912,2011-10-01T10:30:21.780000
3,O_SENT,10912,2011-10-01T10:30:21.806000
3,O_SENT_BACK,10899,2011-10-10T10:54:03.401000
3,O_DECLINED,10138,2011-10-13T09:05:24.620000
4,O_SELECTED,10862,2011-10-01T08:44:40.725000
4,O_CREATED,10862,2011-10-01T08:44:42.707000
4,O_SENT,10862,2011-10-01T08:44:42.734000
4,O_SELECTED,10862,2011-10-01T08:46:52.915000
4,O_CANCELLED,10862,2011-10-01T08:46:52.915000
4,O_CREATED,10862,2011-10-01T08:46:54.210000
4,O_SENT,10862,2011-10-01T08:46:54.233000
4,O_SENT_BACK,11049,2011-10-10T08:55:04.984000
4,O_ACCEPTED,10972,2011-10-27T07:17:53.327000
5,O_SELECTED,10939,2011-10-01T09:20:47.605000
5,O_CREATED,10939,2011-10-01T09:20:49.026000
5,O_SENT,10939,2011-10-01T09:20:49.058000
5,O_SENT_BACK,11029,2011-10-06T07:49:46.110000
5,O_DECLINED,11009,2011-10-10T14:28:25.531000
6,O_SELECTED,11203,2011-10-01T13:40:08.254000
6,O_CREATED,11203,2011-10-01T13:40:09.986000
6,O_SENT,11203,2011-10-01T13:40:10.012000
6,O_SENT_BACK,11029,2011-10-14T08:21:08.195000
6,O_ACCEPTED,10972,2011-10-21T07:08:14.250000
7,O_SELECTED,11203,2011-10-01T14:05:26.312000
7,O_CREATED,11203,2011-10-01T14:05:27.699000
7,O_SENT,11203,2011-10-01T14:05:27.739000
7,O_SELECTED,10982,2011-10-04T10:59:20.034000
7,O_CANCELLED,10982,2011-10-04T10:59:20.034000
7,O_CREATED,10982,2011-10-04T10:59:21.264000
7,O_SENT,10982,2011-10-04T10:59:21.304000
7,O_SENT_BACK,10899,2011-10-10T11:33:58.634000
7,O_SELECTED,11169,2011-10-13T09:36:52.601000
7,O_CANCELLED,11169,2011-10-13T09:36:52.601000
7,O_CREATED,11169,2011-10-13T09:36:53.652000
7,O_SENT,11169,2011-10-13T09:36:53.686000
7,O_SENT_BACK,11029,2011-10-18T08:20:36.413000
7,O_ACCEPTED,10809,2011-10-18T10:01:28.757000
9,O_SELECTED,11111,2011-10-01T13:58:41.855000
9,O_CREATED,11111,2011-10-01T13:58:44.837000
9,O_SENT,11111,2011-10-01T13:58:44.859000
9,O_CANCELLED,11000,2011-10-08T10:45:57.789000
10,O_SELECTED,11119,2011-10-01T14:36:44.831000
10,O_CREATED,11119,2011-10-01T14:37:32.632000
10,O_SENT,11119,2011-10-01T14:37:32.669000
10,O_CANCELLED,11119,2011-10-01T14:42:16.406000
10,O_SELECTED,11119,2011-10-01T14:42:16.406000
10,O_CREATED,11119,2011-10-01T14:42:17.394000
10,O_SENT,11119,2011-10-01T14:42:17.419000
10,O_DECLINED,11001,2011-10-03T14:44:19.335000
11,O_SELECTED,11111,2011-10-01T14:49:59.191000
11,O_CREATED,11111,2011-10-01T14:50:00.969000
11,O_SENT,11111,2011-10-01T14:50:01.004000
11,O_SENT_BACK,10899,2011-10-07T10:40:18.319000
11,O_ACCEPTED,10138,2011-10-11T08:39:30.983000
13,O_SELECTED,11122,2011-10-04T15:37:27.175000
13,O_CREATED,11122,2011-10-04T15:37:28.370000
13,O_SENT,11122,2011-10-04T15:37:28.412000
13,O_SENT_BACK,11049,2011-10-17T09:29:14.489000
13,O_ACCEPTED,10609,2011-11-15T11:50:28.812000
14,O_SELECTED,11202,2011-10-03T07:31:07.141000
14,O_CREATED,11202,2011-10-03T07:31:08.267000
14,O_SENT,11202,2011-10-03T07:31:08.302000
14,O_CANCELLED,11202,2011-10-03T07:36:43.291000
14,O_SELECTED,11202,2011-10-03T07:36:43.291000
14,O_CREATED,11202,2011-10-03T07:36:44.181000
14,O_SENT,11202,2011-10-03T07:36:44.208000
14,O_CANCELLED,11119,2011-10-19T16:51:53.683000
15,O_SELECTED,11120,2011-10-03T07:26:10.575000
15,O_CREATED,11120,2011-10-03T07:26:11.521000
15,O_SENT,11120,2011-10-03T07:26:11.544000
15,O_SENT_BACK,10789,2011-10-07T10:37:07.523000
15,O_ACCEPTED,10609,2011-10-10T12:22:35.594000
16,O_SELECTED,11120,2011-10-03T12:53:19.306000
16,O_CREATED,11120,2011-10-03T12:53:20.371000
16,O_SENT,11120,2011-10-03T12:53:20.393000
16,O_SENT_BACK,11029,2011-10-14T08:08:48.626000
16,O_ACCEPTED,10609,2011-10-18T09:25:03.798000
18,O_SELECTED,11202,2011-10-03T07:53:24.490000
18,O_CREATED,11202,2011-10-03T07:53:25.300000
18,O_SENT,11202,2011-10-03T07:53:25.329000
18,O_CANCELLED,112,2011-11-03T08:15:16.500000
20,O_SELECTED,11180,2011-10-03T07:52:38.282000
20,O_CREATED,11180,2011-10-03T07:52:39.285000
20,O_SENT,11180,2011-10-03T07:52:39.309000
20,O_CANCELLED,11180,2011-10-03T07:53:26.256000
20,O_SELECTED,11180,2011-10-03T07:53:26.256000
20,O_CREATED,11180,2011-10-03T07:53:27.636000
20,O_SENT,11180,2011-10-03T07:53:27.660000
20,O_SENT_BACK,10899,2011-10-07T11:23:32.793000
20,O_DECLINED,10609,2011-10-11T07:15:45.243000
21,O_SELECTED,11120,2011-10-03T07:57:31.958000
21,O_CREATED,11120,2011-10-03T07:57:33.333000
21,O_SENT,11120,2011-10-03T07:57:33.385000
21,O_SENT_BACK,10899,2011-10-10T12:01:44.751000
21,O_DECLINED,10138,2011-10-13T07:36:21.589000
22,O_SELECTED,11180,2011-10-03T08:35:59.279000
22,O_CREATED,11180,2011-10-03T08:36:00.341000
22,O_SENT,11180,2011-10-03T08:36:00.372000
22,O_CANCELLED,10861,2011-10-18T12:12:43.701000
24,O_SELECTED,11202,2011-10-03T08:22:05.122000
24,O_CREATED,11202,2011-10-03T08:22:06.712000
24,O_SENT,11202,2011-10-03T08:22:06.733000
24,O_SENT_BACK,10899,2011-10-10T11:52:46.532000
