prediction,truth,similarity
"[3, 12, 10]","[3, 13, 3, 13, 3, 12, 13, 3, 13, 3, 2, 3, 2, 3, 12, 10]",0.1875
"[12, 10]","[13, 3, 13, 3, 12, 13, 3, 13, 3, 2, 3, 2, 3, 12, 10]",0.1333333333333333
"[3, 2, 3, 12, 10]","[3, 13, 3, 12, 13, 3, 13, 3, 2, 3, 2, 3, 12, 10]",0.3571428571428571
"[2, 3, 12, 10]","[13, 3, 12, 13, 3, 13, 3, 2, 3, 2, 3, 12, 10]",0.3076923076923077
"[3, 2, 3, 12, 10]","[3, 12, 13, 3, 13, 3, 2, 3, 2, 3, 12, 10]",0.41666666666666663
"[2, 3, 12, 10]","[12, 13, 3, 13, 3, 2, 3, 2, 3, 12, 10]",0.36363636363636365
[10],"[13, 3, 13, 3, 2, 3, 2, 3, 12, 10]",0.09999999999999998
"[3, 2, 3, 12, 10]","[3, 13, 3, 2, 3, 2, 3, 12, 10]",0.5555555555555556
"[2, 3, 12, 10]","[13, 3, 2, 3, 2, 3, 12, 10]",0.5
"[3, 2, 3, 12, 10]","[3, 2, 3, 2, 3, 12, 10]",0.7142857142857143
"[2, 3, 12, 10]","[2, 3, 2, 3, 12, 10]",0.6666666666666667
"[3, 7, 12, 10]","[3, 2, 3, 12, 10]",0.6
"[12, 10]","[2, 3, 12, 10]",0.5
"[3, 12, 10]","[3, 12, 10]",1.0
"[12, 10]","[12, 10]",1.0
[10],[10],1.0
[],[],1.0
"[3, 13, 3, 7, 12, 10]","[3, 13, 3, 7, 4, 6, 3, 7, 6, 7, 6, 12, 10]",0.46153846153846156
"[13, 3, 7, 12, 10]","[13, 3, 7, 4, 6, 3, 7, 6, 7, 6, 12, 10]",0.41666666666666663
"[3, 7, 12, 10]","[3, 7, 4, 6, 3, 7, 6, 7, 6, 12, 10]",0.36363636363636365
"[12, 10]","[7, 4, 6, 3, 7, 6, 7, 6, 12, 10]",0.19999999999999996
"[12, 10]","[4, 6, 3, 7, 6, 7, 6, 12, 10]",0.2222222222222222
"[12, 10]","[6, 3, 7, 6, 7, 6, 12, 10]",0.25
"[12, 10]","[3, 7, 6, 7, 6, 12, 10]",0.2857142857142857
"[12, 10]","[7, 6, 7, 6, 12, 10]",0.33333333333333337
"[12, 10]","[6, 7, 6, 12, 10]",0.4
"[12, 10]","[7, 6, 12, 10]",0.5
"[12, 10]","[6, 12, 10]",0.6666666666666667
"[12, 10]","[12, 10]",1.0
[10],[10],1.0
[],[],1.0
"[3, 13, 3, 7, 12, 10]","[3, 13, 13, 3, 13, 3, 13, 3, 13, 3, 7, 13, 3, 13, 3, 12, 10]",0.3529411764705882
"[13, 3, 7, 12, 10]","[13, 13, 3, 13, 3, 13, 3, 13, 3, 7, 13, 3, 13, 3, 12, 10]",0.3125
"[3, 7, 12, 10]","[13, 3, 13, 3, 13, 3, 13, 3, 7, 13, 3, 13, 3, 12, 10]",0.2666666666666667
"[3, 7, 12, 10]","[3, 13, 3, 13, 3, 13, 3, 7, 13, 3, 13, 3, 12, 10]",0.2857142857142857
"[13, 3, 7, 3, 12, 10]","[13, 3, 13, 3, 13, 3, 7, 13, 3, 13, 3, 12, 10]",0.46153846153846156
"[3, 7, 3, 12, 10]","[3, 13, 3, 13, 3, 7, 13, 3, 13, 3, 12, 10]",0.41666666666666663
"[13, 3, 2, 3, 7, 3, 12, 10]","[13, 3, 13, 3, 7, 13, 3, 13, 3, 12, 10]",0.6363636363636364
"[3, 2, 3, 7, 3, 12, 10]","[3, 13, 3, 7, 13, 3, 13, 3, 12, 10]",0.6
"[13, 3, 2, 3, 7, 3, 12, 10]","[13, 3, 7, 13, 3, 13, 3, 12, 10]",0.6666666666666667
"[3, 2, 3, 7, 3, 12, 10]","[3, 7, 13, 3, 13, 3, 12, 10]",0.625
"[7, 3, 12, 10]","[7, 13, 3, 13, 3, 12, 10]",0.5714285714285714
"[3, 12, 10]","[13, 3, 13, 3, 12, 10]",0.5
"[3, 2, 3, 7, 3, 12, 10]","[3, 13, 3, 12, 10]",0.5714285714285714
"[2, 3, 7, 3, 12, 10]","[13, 3, 12, 10]",0.5
"[3, 2, 3, 7, 3, 12, 10]","[3, 12, 10]",0.4285714285714286
"[7, 3, 12, 10]","[12, 10]",0.5
[10],[10],1.0
[],[],1.0
"[3, 11]","[3, 13, 3, 2, 3, 13, 3, 2, 3, 2, 3, 7, 12, 10]",0.0714285714285714
"[13, 3, 7, 12, 10]","[13, 3, 2, 3, 13, 3, 2, 3, 2, 3, 7, 12, 10]",0.3846153846153846
