prediction,truth,similarity
[],"[6, 6, 6, 7]",0.0
"[6, 6, 7]","[6, 6, 7]",1.0
"[6, 7]","[6, 7]",1.0
[7],[7],1.0
[],[],1.0
[],"[2, 4, 4, 4, 4, 4]",0.0
[],"[4, 4, 4, 4, 4]",0.0
[],"[4, 4, 4, 4]",0.0
[],"[4, 4, 4]",0.0
[],"[4, 4]",0.0
[],[4],0.0
[],[],1.0
[],"[4, 6, 6, 6, 6, 6, 6, 6, 6, 7, 5, 5, 5, 5]",0.0
[],"[6, 6, 6, 6, 6, 6, 6, 6, 7, 5, 5, 5, 5]",0.0
"[6, 6]","[6, 6, 6, 6, 6, 6, 6, 7, 5, 5, 5, 5]",0.16666666666666663
[],"[6, 6, 6, 6, 6, 6, 7, 5, 5, 5, 5]",0.0
"[6, 7]","[6, 6, 6, 6, 6, 7, 5, 5, 5, 5]",0.19999999999999996
"[6, 7]","[6, 6, 6, 6, 7, 5, 5, 5, 5]",0.2222222222222222
"[6, 7]","[6, 6, 6, 7, 5, 5, 5, 5]",0.25
"[6, 6, 6, 6, 6, 6, 6, 6, 6]","[6, 6, 7, 5, 5, 5, 5]",0.2222222222222222
"[6, 6, 6, 6, 6, 6, 6, 6]","[6, 7, 5, 5, 5, 5]",0.125
"[7, 7]","[7, 5, 5, 5, 5]",0.19999999999999996
[],"[5, 5, 5, 5]",0.0
"[5, 7]","[5, 5, 5]",0.33333333333333337
"[5, 7]","[5, 5]",0.5
[7],[5],0.0
[],[],1.0
[],"[6, 6, 6, 7, 5, 5, 5, 7, 5, 7]",0.0
"[6, 7]","[6, 6, 7, 5, 5, 5, 7, 5, 7]",0.2222222222222222
"[6, 7]","[6, 7, 5, 5, 5, 7, 5, 7]",0.25
[7],"[7, 5, 5, 5, 7, 5, 7]",0.1428571428571429
[],"[5, 5, 5, 7, 5, 7]",0.0
"[5, 5, 5, 5, 7]","[5, 5, 7, 5, 7]",0.8
"[5, 5, 7]","[5, 7, 5, 7]",0.75
"[5, 7]","[7, 5, 7]",0.6666666666666667
[],"[5, 7]",0.0
[7],[7],1.0
[],[],1.0
[],[4],0.0
[],[],1.0
[],[],1.0
[],[],1.0
[],"[4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 7]",0.0
[],"[4, 4, 4, 6, 6, 6, 6, 6, 6, 7]",0.0
[],"[4, 4, 6, 6, 6, 6, 6, 6, 7]",0.0
"[4, 4, 4, 4, 4]","[4, 6, 6, 6, 6, 6, 6, 7]",0.125
[],"[6, 6, 6, 6, 6, 6, 7]",0.0
"[6, 6, 7]","[6, 6, 6, 6, 6, 7]",0.5
"[6, 7]","[6, 6, 6, 6, 7]",0.4
"[6, 7]","[6, 6, 6, 7]",0.5
"[6, 7]","[6, 6, 7]",0.6666666666666667
"[6, 7]","[6, 7]",1.0
"[6, 7]",[7],0.5
[],[],1.0
[],[],1.0
[],"[4, 4]",0.0
[],[4],0.0
[],[],1.0
[],[],1.0
[],[4],0.0
[],[],1.0
[],[],1.0
[],"[4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",0.0
[],"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",0.0
"[6, 6]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",0.125
