prediction,truth,similarity
"[6, 6, 6, 6, 6, 7]","[4, 6, 6, 6, 6, 7, 7, 7]",0.625
"[6, 6, 6, 6, 6, 7]","[6, 6, 6, 6, 7, 7, 7]",0.7142857142857143
"[6, 6, 6, 6, 6, 6, 6]","[6, 6, 6, 7, 7, 7]",0.4285714285714286
"[6, 7]","[6, 6, 7, 7, 7]",0.4
"[6, 6, 6, 6, 6, 6, 6, 6]","[6, 7, 7, 7]",0.125
[7],"[7, 7, 7]",0.33333333333333337
[],"[7, 7]",0.0
[],[7],0.0
[],[],1.0
[],[],1.0
"[4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[6, 7, 5, 7]",0.0714285714285714
[7],"[7, 5, 7]",0.33333333333333337
[],"[5, 7]",0.0
"[5, 5, 5, 7]",[7],0.25
[],[],1.0
"[6, 6, 6, 6, 6, 7]","[4, 4, 4, 4]",0.0
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[4, 4, 4]",0.19999999999999996
"[4, 4, 4, 4, 4, 4]","[4, 4]",0.33333333333333337
"[4, 4, 4]",[4],0.33333333333333337
"[4, 4]",[],0.0
"[6, 6, 6, 6, 6, 7]","[6, 7, 5, 5, 5, 7]",0.33333333333333337
[7],"[7, 5, 5, 5, 7]",0.19999999999999996
[],"[5, 5, 5, 7]",0.0
"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7]","[5, 5, 7]",0.19999999999999996
"[5, 5, 5, 5, 5, 5, 5, 5, 5, 7]","[5, 7]",0.19999999999999996
"[5, 5, 7]",[7],0.33333333333333337
[],[],1.0
"[6, 6, 6, 6, 6, 7]","[6, 6, 6, 6, 6, 6, 6, 7, 7, 5, 5, 5, 5]",0.46153846153846156
"[6, 7]","[6, 6, 6, 6, 6, 6, 7, 7, 5, 5, 5, 5]",0.16666666666666663
"[6, 6, 6, 6, 6, 6, 6, 6, 6]","[6, 6, 6, 6, 6, 7, 7, 5, 5, 5, 5]",0.4545454545454546
"[6, 6, 6, 6, 6, 6, 6, 6]","[6, 6, 6, 6, 7, 7, 5, 5, 5, 5]",0.4
"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[6, 6, 6, 7, 7, 5, 5, 5, 5]",0.2727272727272727
"[6, 6, 6, 6, 6, 6]","[6, 6, 7, 7, 5, 5, 5, 5]",0.25
"[6, 6, 6, 6, 6]","[6, 7, 7, 5, 5, 5, 5]",0.1428571428571429
[7],"[7, 7, 5, 5, 5, 5]",0.16666666666666663
[],"[7, 5, 5, 5, 5]",0.0
[],"[5, 5, 5, 5]",0.0
[5],"[5, 5, 5]",0.33333333333333337
[7],"[5, 5]",0.0
"[5, 5]",[5],0.5
[7],[],0.0
