prediction,truth,similarity
"[41, 40, 51, 50, 59, 58, 2, 7, 55, 54]","[41, 40, 51, 50, 59, 58, 2, 33, 83, 82, 32, 5, 79, 78, 4, 25, 91, 90, 75, 74, 24, 37, 93, 45, 44, 92, 43, 42, 36]",0.24137931034482762
"[40, 51, 50, 59, 58, 2, 7, 55, 54, 77]","[40, 51, 50, 59, 58, 2, 33, 83, 82, 32, 5, 79, 78, 4, 25, 91, 90, 75, 74, 24, 37, 93, 45, 44, 92, 43, 42, 36]",0.2142857142857143
"[51, 50, 59, 58, 2, 7, 55, 54, 77, 76]","[51, 50, 59, 58, 2, 33, 83, 82, 32, 5, 79, 78, 4, 25, 91, 90, 75, 74, 24, 37, 93, 45, 44, 92, 43, 42, 36]",0.18518518518518523
"[50, 59, 58, 2, 7, 55, 54, 77, 76, 53]","[50, 59, 58, 2, 33, 83, 82, 32, 5, 79, 78, 4, 25, 91, 90, 75, 74, 24, 37, 93, 45, 44, 92, 43, 42, 36]",0.15384615384615385
"[59, 58, 2, 7, 55, 54, 77, 76, 53, 52]","[59, 58, 2, 33, 83, 82, 32, 5, 79, 78, 4, 25, 91, 90, 75, 74, 24, 37, 93, 45, 44, 92, 43, 42, 36]",0.12
"[58, 2, 7, 55, 54, 77, 76, 53, 52, 6]","[58, 2, 33, 83, 82, 32, 5, 79, 78, 4, 25, 91, 90, 75, 74, 24, 37, 93, 45, 44, 92, 43, 42, 36]",0.08333333333333337
"[2, 33, 83, 82, 32, 37]","[2, 33, 83, 82, 32, 5, 79, 78, 4, 25, 91, 90, 75, 74, 24, 37, 93, 45, 44, 92, 43, 42, 36]",0.26086956521739135
"[33, 83, 82, 32, 13, 89, 63, 62, 61, 60, 45, 44, 88, 12, 33, 83]","[33, 83, 82, 32, 5, 79, 78, 4, 25, 91, 90, 75, 74, 24, 37, 93, 45, 44, 92, 43, 42, 36]",0.2727272727272727
"[83, 82, 32, 13, 89, 63, 62, 61, 60, 45, 44, 88, 12, 13, 89, 63]","[83, 82, 32, 5, 79, 78, 4, 25, 91, 90, 75, 74, 24, 37, 93, 45, 44, 92, 43, 42, 36]",0.19047619047619047
"[82, 32, 33, 83, 82, 32, 5, 79, 78, 4]","[82, 32, 5, 79, 78, 4, 25, 91, 90, 75, 74, 24, 37, 93, 45, 44, 92, 43, 42, 36]",0.09999999999999998
