prediction,truth,similarity
"[3, 11]","[3, 3, 13, 13, 3, 13, 3, 7, 13, 3, 13, 3, 13, 3, 2, 3, 6, 7, 12, 10]",0.050000000000000044
"[13, 3, 7, 12, 10]","[3, 13, 13, 3, 13, 3, 7, 13, 3, 13, 3, 13, 3, 2, 3, 6, 7, 12, 10]",0.26315789473684215
"[13, 3, 7, 12, 10]","[13, 13, 3, 13, 3, 7, 13, 3, 13, 3, 13, 3, 2, 3, 6, 7, 12, 10]",0.2777777777777778
"[3, 7, 12, 10]","[13, 3, 13, 3, 7, 13, 3, 13, 3, 13, 3, 2, 3, 6, 7, 12, 10]",0.23529411764705888
"[3, 7, 12, 10]","[3, 13, 3, 7, 13, 3, 13, 3, 13, 3, 2, 3, 6, 7, 12, 10]",0.25
"[7, 12, 10]","[13, 3, 7, 13, 3, 13, 3, 13, 3, 2, 3, 6, 7, 12, 10]",0.19999999999999996
"[3, 12, 10]","[3, 7, 13, 3, 13, 3, 13, 3, 2, 3, 6, 7, 12, 10]",0.2142857142857143
"[12, 10]","[7, 13, 3, 13, 3, 13, 3, 2, 3, 6, 7, 12, 10]",0.15384615384615385
"[12, 10]","[13, 3, 13, 3, 13, 3, 2, 3, 6, 7, 12, 10]",0.16666666666666663
"[3, 7, 12, 10]","[3, 13, 3, 13, 3, 2, 3, 6, 7, 12, 10]",0.36363636363636365
"[12, 10]","[13, 3, 13, 3, 2, 3, 6, 7, 12, 10]",0.19999999999999996
"[3, 7, 12, 10]","[3, 13, 3, 2, 3, 6, 7, 12, 10]",0.4444444444444444
"[7, 12, 10]","[13, 3, 2, 3, 6, 7, 12, 10]",0.375
"[3, 7, 12, 10]","[3, 2, 3, 6, 7, 12, 10]",0.5714285714285714
"[7, 12, 10]","[2, 3, 6, 7, 12, 10]",0.5
"[3, 7, 12, 10]","[3, 6, 7, 12, 10]",0.8
"[7, 12, 10]","[6, 7, 12, 10]",0.75
"[12, 10]","[7, 12, 10]",0.6666666666666667
"[12, 10]","[12, 10]",1.0
[10],[10],1.0
[],[],1.0
"[3, 11]","[3, 13, 3, 7, 3, 7, 3, 7, 12, 10]",0.09999999999999998
"[13, 3, 7, 12, 10]","[13, 3, 7, 3, 7, 3, 7, 12, 10]",0.5555555555555556
