prediction,truth,similarity
"[4, 7, 8, 2]","[4, 7, 6, 3, 4, 7, 8, 2]",0.5
"[7, 8, 2]","[7, 6, 3, 4, 7, 8, 2]",0.4285714285714286
"[8, 2]","[6, 3, 4, 7, 8, 2]",0.33333333333333337
"[3, 4, 7, 8, 2]","[3, 4, 7, 8, 2]",1.0
"[4, 7, 8, 2]","[4, 7, 8, 2]",1.0
"[7, 8, 2]","[7, 8, 2]",1.0
"[3, 6, 4, 7, 8, 2]","[8, 2]",0.33333333333333337
[2],[2],1.0
[],[],1.0
"[4, 7, 8, 2]","[4, 7, 3, 6, 4, 7, 5]",0.2857142857142857
"[7, 3]","[7, 3, 6, 4, 7, 5]",0.33333333333333337
"[8, 2]","[3, 6, 4, 7, 5]",0.0
"[6, 4, 7, 8, 2]","[6, 4, 7, 5]",0.6
"[4, 7, 8, 2]","[4, 7, 5]",0.5
"[7, 8, 2]","[7, 5]",0.33333333333333337
"[8, 2]",[5],0.0
[],[],1.0
"[4, 7, 8, 2]","[4, 7, 8, 2]",1.0
"[7, 8, 2]","[7, 8, 2]",1.0
[8],"[8, 2]",0.5
[2],[2],1.0
[],[],1.0
"[4, 7, 8, 2]","[4, 7, 8, 3]",0.75
"[7, 8, 2]","[7, 8, 3]",0.6666666666666667
"[8, 6, 3, 4, 7, 2]","[8, 3]",0.33333333333333337
[2],[3],0.0
[],[],1.0
"[4, 7, 3]","[4, 7, 3, 6, 4, 7, 6, 3, 4, 7, 8, 5]",0.25
"[7, 8, 2]","[7, 3, 6, 4, 7, 6, 3, 4, 7, 8, 5]",0.18181818181818177
"[8, 2]","[3, 6, 4, 7, 6, 3, 4, 7, 8, 5]",0.09999999999999998
[],"[6, 4, 7, 6, 3, 4, 7, 8, 5]",0.0
"[4, 7, 8, 6, 3, 4, 7, 2]","[4, 7, 6, 3, 4, 7, 8, 5]",0.625
"[7, 8, 2]","[7, 6, 3, 4, 7, 8, 5]",0.2857142857142857
"[8, 6, 3, 4, 7, 2]","[6, 3, 4, 7, 8, 5]",0.5
"[3, 4, 7, 8, 2]","[3, 4, 7, 8, 5]",0.8
"[4, 7, 6, 3, 4, 7, 8, 2]","[4, 7, 8, 5]",0.375
"[7, 8, 2]","[7, 8, 5]",0.6666666666666667
"[8, 2]","[8, 5]",0.5
[2],[5],0.0
[],[],1.0
"[4, 7, 8, 2]","[4, 7, 8, 2]",1.0
