prediction,truth,similarity
"[3, 13, 3, 4, 3, 12, 10]","[3, 13, 3, 7, 13, 3, 6, 3, 6, 3, 2, 3, 7, 4, 2, 3, 4, 3, 13, 3, 2, 3, 7, 3, 4, 3, 4, 13, 3, 3, 2, 3, 6, 13, 3, 13, 3, 12, 10]",0.17948717948717952
"[13, 3, 4, 3, 13, 3, 4, 3, 12, 10]","[13, 3, 7, 13, 3, 6, 3, 6, 3, 2, 3, 7, 4, 2, 3, 4, 3, 13, 3, 2, 3, 7, 3, 4, 3, 4, 13, 3, 3, 2, 3, 6, 13, 3, 13, 3, 12, 10]",0.26315789473684215
"[3, 13, 3, 4, 3, 13, 3, 4, 3, 12, 10]","[3, 7, 13, 3, 6, 3, 6, 3, 2, 3, 7, 4, 2, 3, 4, 3, 13, 3, 2, 3, 7, 3, 4, 3, 4, 13, 3, 3, 2, 3, 6, 13, 3, 13, 3, 12, 10]",0.29729729729729726
"[4, 3, 12, 10]","[7, 13, 3, 6, 3, 6, 3, 2, 3, 7, 4, 2, 3, 4, 3, 13, 3, 2, 3, 7, 3, 4, 3, 4, 13, 3, 3, 2, 3, 6, 13, 3, 13, 3, 12, 10]",0.11111111111111116
"[7, 12, 10]","[13, 3, 6, 3, 6, 3, 2, 3, 7, 4, 2, 3, 4, 3, 13, 3, 2, 3, 7, 3, 4, 3, 4, 13, 3, 3, 2, 3, 6, 13, 3, 13, 3, 12, 10]",0.08571428571428574
"[3, 4, 3, 12, 10]","[3, 6, 3, 6, 3, 2, 3, 7, 4, 2, 3, 4, 3, 13, 3, 2, 3, 7, 3, 4, 3, 4, 13, 3, 3, 2, 3, 6, 13, 3, 13, 3, 12, 10]",0.1470588235294118
"[12, 10]","[6, 3, 6, 3, 2, 3, 7, 4, 2, 3, 4, 3, 13, 3, 2, 3, 7, 3, 4, 3, 4, 13, 3, 3, 2, 3, 6, 13, 3, 13, 3, 12, 10]",0.06060606060606055
"[12, 10]","[3, 6, 3, 2, 3, 7, 4, 2, 3, 4, 3, 13, 3, 2, 3, 7, 3, 4, 3, 4, 13, 3, 3, 2, 3, 6, 13, 3, 13, 3, 12, 10]",0.0625
"[12, 10]","[6, 3, 2, 3, 7, 4, 2, 3, 4, 3, 13, 3, 2, 3, 7, 3, 4, 3, 4, 13, 3, 3, 2, 3, 6, 13, 3, 13, 3, 12, 10]",0.06451612903225812
"[13, 3, 12, 10]","[3, 2, 3, 7, 4, 2, 3, 4, 3, 13, 3, 2, 3, 7, 3, 4, 3, 4, 13, 3, 3, 2, 3, 6, 13, 3, 13, 3, 12, 10]",0.1333333333333333
