prediction,truth,similarity
"[4, 6]","[3, 4, 3, 3, 6]",0.4
"[4, 6]","[4, 3, 3, 6]",0.5
"[3, 6]","[3, 3, 6]",0.6666666666666667
"[3, 6]","[3, 6]",1.0
"[6, 3, 2, 3, 6]",[6],0.19999999999999996
[],[],1.0
"[7, 3, 6]","[7, 3, 6]",1.0
"[3, 6]","[3, 6]",1.0
"[7, 3, 6]",[6],0.33333333333333337
"[3, 6]",[],0.0
"[4, 6]",[6],0.5
[],[],1.0
"[2, 3, 6]","[4, 7, 3, 3, 7, 3, 4, 6]",0.25
[6],"[7, 3, 3, 7, 3, 4, 6]",0.1428571428571429
"[3, 6]","[3, 3, 7, 3, 4, 6]",0.33333333333333337
[6],"[3, 7, 3, 4, 6]",0.19999999999999996
[6],"[7, 3, 4, 6]",0.25
"[3, 6]","[3, 4, 6]",0.6666666666666667
[6],"[4, 6]",0.5
[6],[6],1.0
[],[],1.0
"[2, 6]",[6],0.5
[],[],1.0
"[2, 3, 6]",[6],0.33333333333333337
[],[],1.0
"[2, 3, 6]",[6],0.33333333333333337
[],[],1.0
"[3, 2, 3, 6]","[3, 6]",0.5
"[6, 3, 6]",[6],0.33333333333333337
[],[],1.0
"[2, 3, 6]",[6],0.33333333333333337
[],[],1.0
[6],"[2, 4, 3, 7, 3, 6]",0.16666666666666663
[6],"[4, 3, 7, 3, 6]",0.19999999999999996
[6],"[3, 7, 3, 6]",0.25
[6],"[7, 3, 6]",0.33333333333333337
"[3, 4, 6]","[3, 6]",0.6666666666666667
"[6, 3, 6]",[6],0.33333333333333337
[],[],1.0
"[3, 6]","[3, 6]",1.0
[6],[6],1.0
[],[],1.0
"[4, 6]",[6],0.5
[],[],1.0
"[6, 3, 7, 3, 6]",[6],0.19999999999999996
[],[],1.0
[6],[6],1.0
[],[],1.0
"[7, 3, 6, 3, 6, 3, 6]","[4, 7, 3, 7, 3, 6]",0.4285714285714286
"[7, 3, 6]","[7, 3, 7, 3, 6]",0.6
"[3, 6]","[3, 7, 3, 6]",0.5
[6],"[7, 3, 6]",0.33333333333333337
"[3, 6]","[3, 6]",1.0
[6],[6],1.0
[],[],1.0
"[7, 3, 6]","[3, 6]",0.6666666666666667
[6],[6],1.0
[],[],1.0
[6],[6],1.0
[],[],1.0
[6],[6],1.0
[],[],1.0
[6],"[4, 4, 3, 6]",0.25
[6],"[4, 3, 6]",0.33333333333333337
[6],"[3, 6]",0.5
"[6, 3, 2, 3, 6]",[6],0.19999999999999996
[],[],1.0
"[2, 3, 6]","[2, 3, 4, 3, 4, 6]",0.5
"[3, 6]","[3, 4, 3, 4, 6]",0.4
[6],"[4, 3, 4, 6]",0.25
[6],"[3, 4, 6]",0.33333333333333337
[6],"[4, 6]",0.5
[6],[6],1.0
[],[],1.0
[6],"[4, 6]",0.5
[6],[6],1.0
[],[],1.0
"[2, 4, 6]","[3, 6]",0.33333333333333337
"[4, 6]",[6],0.5
"[3, 7, 2, 3, 6]",[],0.0
[6],[6],1.0
[],[],1.0
"[4, 6]","[4, 6]",1.0
[6],[6],1.0
[],[],1.0
"[3, 6]","[3, 6]",1.0
[6],[6],1.0
[],[],1.0
"[7, 2, 3, 6]","[2, 3, 6]",0.75
"[3, 6]","[3, 6]",1.0
[6],[6],1.0
[],[],1.0
"[7, 3, 6]","[7, 3, 2, 6]",0.75
"[3, 6]","[3, 2, 6]",0.6666666666666667
"[3, 7, 3, 6]","[2, 6]",0.25
"[3, 6]",[6],0.5
[],[],1.0
[6],"[2, 6]",0.5
"[3, 6]",[6],0.5
[],[],1.0
"[7, 3, 6]","[7, 3, 2, 4, 6]",0.6
"[3, 6]","[3, 2, 4, 6]",0.5
[6],"[2, 4, 6]",0.33333333333333337
"[3, 6]","[4, 6]",0.5
[6],[6],1.0
[],[],1.0
"[7, 3, 6]","[2, 4, 6]",0.33333333333333337
"[3, 6]","[4, 6]",0.5
"[7, 3, 7, 3, 6]",[6],0.19999999999999996
[],[],1.0
"[6, 3, 7, 3, 6]","[3, 6]",0.4
"[7, 3, 6]",[6],0.33333333333333337
[],[],1.0
"[7, 2, 3, 6]","[2, 2, 3, 6]",0.75
"[3, 6]","[2, 3, 6]",0.6666666666666667
"[2, 3, 6]","[3, 6]",0.6666666666666667
[6],[6],1.0
[],[],1.0
"[2, 3, 6]","[6, 3, 6]",0.6666666666666667
[],"[3, 6]",0.0
[6],[6],1.0
[],[],1.0
"[4, 6]","[4, 6]",1.0
[6],[6],1.0
[],[],1.0
[6],[6],1.0
[],[],1.0
"[3, 6]","[3, 4, 6]",0.6666666666666667
[6],"[4, 6]",0.5
[6],[6],1.0
[],[],1.0
"[7, 3, 6]","[7, 3, 6]",1.0
"[7, 3, 6]","[3, 6]",0.6666666666666667
"[7, 3, 6]",[6],0.33333333333333337
[],[],1.0
[6],[6],1.0
[],[],1.0
"[7, 3, 6]","[6, 3, 7, 3, 7, 3, 6]",0.4285714285714286
[],"[3, 7, 3, 7, 3, 6]",0.0
"[7, 3, 6]","[7, 3, 7, 3, 6]",0.6
"[3, 6]","[3, 7, 3, 6]",0.5
[6],"[7, 3, 6]",0.33333333333333337
"[3, 6]","[3, 6]",1.0
[6],[6],1.0
[],[],1.0
[6],"[2, 6]",0.5
"[3, 6]",[6],0.5
[],[],1.0
[6],"[3, 6]",0.5
[6],[6],1.0
[],[],1.0
"[6, 3, 2, 3, 6]",[6],0.19999999999999996
[],[],1.0
[6],"[3, 6]",0.5
[6],[6],1.0
[],[],1.0
[6],[6],1.0
[],[],1.0
"[7, 3, 6]","[7, 3, 7, 2, 2, 3, 6]",0.4285714285714286
"[3, 6]","[3, 7, 2, 2, 3, 6]",0.33333333333333337
"[7, 3, 6]","[7, 2, 2, 3, 6]",0.6
"[3, 3, 6]","[2, 2, 3, 6]",0.5
"[3, 6]","[2, 3, 6]",0.6666666666666667
"[3, 6]","[3, 6]",1.0
[6],[6],1.0
[],[],1.0
"[4, 3, 6]","[3, 6]",0.6666666666666667
"[4, 3, 6]",[6],0.33333333333333337
[],[],1.0
"[4, 3, 6]",[6],0.33333333333333337
[],[],1.0
[6],[6],1.0
[],[],1.0
"[4, 6]","[3, 2, 3, 6]",0.25
"[2, 3, 6]","[2, 3, 6]",1.0
"[3, 6]","[3, 6]",1.0
[6],[6],1.0
[],[],1.0
"[2, 3, 6]",[6],0.33333333333333337
[],[],1.0
"[3, 4, 6]","[7, 3, 6]",0.33333333333333337
"[3, 4, 6]","[3, 6]",0.6666666666666667
"[4, 3, 6]",[6],0.33333333333333337
[3],[],0.0
"[7, 3, 2, 3, 6]","[7, 3, 4, 2, 3, 6]",0.8333333333333334
"[3, 2, 3, 6]","[3, 4, 2, 3, 6]",0.8
"[2, 3, 6]","[4, 2, 3, 6]",0.75
"[2, 3, 2, 3, 6]","[2, 3, 6]",0.6
"[3, 4, 3, 7, 3, 2, 3, 6]","[3, 6]",0.25
[6],[6],1.0
[],[],1.0
"[3, 6]",[6],0.5
[],[],1.0
"[4, 6]","[4, 6]",1.0
[6],[6],1.0
[],[],1.0
"[4, 6]","[4, 3, 6]",0.6666666666666667
"[7, 3, 6]","[3, 6]",0.6666666666666667
"[4, 6]",[6],0.5
[],[],1.0
"[2, 3, 6]","[7, 3, 7, 3, 7, 3, 4, 6]",0.25
"[3, 6]","[3, 7, 3, 7, 3, 4, 6]",0.2857142857142857
[6],"[7, 3, 7, 3, 4, 6]",0.16666666666666663
"[3, 6]","[3, 7, 3, 4, 6]",0.4
[6],"[7, 3, 4, 6]",0.25
"[3, 6]","[3, 4, 6]",0.6666666666666667
"[6, 3, 7, 3, 6]","[4, 6]",0.19999999999999996
"[7, 3, 6]",[6],0.33333333333333337
[],[],1.0
[6],[6],1.0
[],[],1.0
"[2, 3, 6]",[6],0.33333333333333337
[],[],1.0
"[2, 3, 6]",[6],0.33333333333333337
[],[],1.0
"[2, 3, 6]","[7, 3, 2, 7, 3, 7, 2, 7, 3, 2, 7, 3, 3, 7, 3, 4, 3, 6]",0.16666666666666663
"[3, 6]","[3, 2, 7, 3, 7, 2, 7, 3, 2, 7, 3, 3, 7, 3, 4, 3, 6]",0.11764705882352944
[6],"[2, 7, 3, 7, 2, 7, 3, 2, 7, 3, 3, 7, 3, 4, 3, 6]",0.0625
"[3, 6]","[7, 3, 7, 2, 7, 3, 2, 7, 3, 3, 7, 3, 4, 3, 6]",0.1333333333333333
"[3, 6]","[3, 7, 2, 7, 3, 2, 7, 3, 3, 7, 3, 4, 3, 6]",0.1428571428571429
[6],"[7, 2, 7, 3, 2, 7, 3, 3, 7, 3, 4, 3, 6]",0.07692307692307687
