prediction,truth,similarity
"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[4, 6, 6, 6, 6, 7, 7, 7]",0.2857142857142857
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[6, 6, 6, 6, 7, 7, 7]",0.0
"[6, 6, 6, 6, 6, 6, 6, 6]","[6, 6, 6, 7, 7, 7]",0.375
"[6, 6, 6, 6, 6, 6, 6]","[6, 6, 7, 7, 7]",0.2857142857142857
"[6, 6, 6, 6, 6, 6, 6]","[6, 7, 7, 7]",0.1428571428571429
[7],"[7, 7, 7]",0.33333333333333337
[],"[7, 7]",0.0
[],[7],0.0
[],[],1.0
[],[],1.0
"[4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[6, 7, 5, 7]",0.08333333333333337
[7],"[7, 5, 7]",0.33333333333333337
[],"[5, 7]",0.0
"[5, 7]",[7],0.5
[7],[],0.0
"[4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6]","[4, 4, 4, 4]",0.33333333333333337
"[4, 4, 4, 4, 6, 6, 6, 6, 6, 6]","[4, 4, 4]",0.30000000000000004
"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[4, 4]",0.2222222222222222
"[4, 4]",[4],0.5
[4],[],0.0
"[4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6]","[6, 7, 5, 5, 5, 7]",0.08333333333333337
[7],"[7, 5, 5, 5, 7]",0.19999999999999996
[],"[5, 5, 5, 7]",0.0
[7],"[5, 5, 7]",0.33333333333333337
"[5, 5, 7]","[5, 7]",0.6666666666666667
"[5, 7]",[7],0.5
[],[],1.0
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[6, 6, 6, 6, 6, 6, 6, 7, 7, 5, 5, 5, 5]",0.0
"[6, 6, 6, 6, 6, 6]","[6, 6, 6, 6, 6, 6, 7, 7, 5, 5, 5, 5]",0.5
"[6, 6, 6, 6, 6, 6]","[6, 6, 6, 6, 6, 7, 7, 5, 5, 5, 5]",0.4545454545454546
"[6, 6, 6, 6, 6]","[6, 6, 6, 6, 7, 7, 5, 5, 5, 5]",0.4
"[6, 6, 6, 6, 6, 6]","[6, 6, 6, 7, 7, 5, 5, 5, 5]",0.33333333333333337
"[6, 6, 6, 6, 6]","[6, 6, 7, 7, 5, 5, 5, 5]",0.25
"[6, 6, 6, 6]","[6, 7, 7, 5, 5, 5, 5]",0.1428571428571429
[7],"[7, 7, 5, 5, 5, 5]",0.16666666666666663
