prediction,truth,similarity
"[41, 83, 82, 32, 13, 89, 63, 62, 61, 60, 45, 44, 88, 12, 33, 83, 82, 32, 37, 93, 92, 36]","[41, 40, 51, 50, 59, 58, 2, 7, 55, 54, 77, 76, 53, 52, 6, 11, 65, 64, 10, 33, 83, 82, 32, 37, 93, 92, 36]",0.33333333333333337
"[40, 51, 50, 59, 58, 2, 33, 83, 82, 32, 13, 89, 63, 62, 61, 60, 45, 44, 88, 12, 37, 93, 92, 36]","[40, 51, 50, 59, 58, 2, 7, 55, 54, 77, 76, 53, 52, 6, 11, 65, 64, 10, 33, 83, 82, 32, 37, 93, 92, 36]",0.3846153846153846
"[51, 50, 59, 58, 2, 33, 83, 82, 32, 13, 89, 63, 62, 61, 60, 45, 44, 88, 12, 37, 93, 92, 36]","[51, 50, 59, 58, 2, 7, 55, 54, 77, 76, 53, 52, 6, 11, 65, 64, 10, 33, 83, 82, 32, 37, 93, 92, 36]",0.36
"[50, 59, 58, 2, 33, 83, 82, 32, 13, 89, 63, 62, 61, 60, 45, 44, 88, 12, 25, 91, 90, 75, 74, 24]","[50, 59, 58, 2, 7, 55, 54, 77, 76, 53, 52, 6, 11, 65, 64, 10, 33, 83, 82, 32, 37, 93, 92, 36]",0.16666666666666663
"[59, 58, 2, 33, 83, 82, 32, 39, 95, 94, 38]","[59, 58, 2, 7, 55, 54, 77, 76, 53, 52, 6, 11, 65, 64, 10, 33, 83, 82, 32, 37, 93, 92, 36]",0.30434782608695654
"[58, 2, 33, 83, 82, 32, 33, 83, 82, 32, 37, 93, 92, 36]","[58, 2, 7, 55, 54, 77, 76, 53, 52, 6, 11, 65, 64, 10, 33, 83, 82, 32, 37, 93, 92, 36]",0.4545454545454546
"[2, 33, 83, 82, 32, 13, 89, 63, 62, 61, 60, 45, 44, 88, 12, 39, 95, 45, 44, 94, 43, 42, 38]","[2, 7, 55, 54, 77, 76, 53, 52, 6, 11, 65, 64, 10, 33, 83, 82, 32, 37, 93, 92, 36]",0.04347826086956519
"[33, 83, 82, 32, 13, 89, 63, 62, 61, 60, 45, 44, 88, 12, 33, 83, 82, 32, 39, 95, 45, 44, 94, 43, 42, 38]","[7, 55, 54, 77, 76, 53, 52, 6, 11, 65, 64, 10, 33, 83, 82, 32, 37, 93, 92, 36]",0.15384615384615385
"[55, 54, 77, 76, 53, 52, 6, 37, 93, 92, 36]","[55, 54, 77, 76, 53, 52, 6, 11, 65, 64, 10, 33, 83, 82, 32, 37, 93, 92, 36]",0.5789473684210527
"[54, 77, 76, 53, 52, 6, 33, 83, 82, 32, 37, 93, 92, 36]","[54, 77, 76, 53, 52, 6, 11, 65, 64, 10, 33, 83, 82, 32, 37, 93, 92, 36]",0.7777777777777778
"[77, 76, 53, 52, 6, 37, 93, 92, 36, 37, 93, 92, 36]","[77, 76, 53, 52, 6, 11, 65, 64, 10, 33, 83, 82, 32, 37, 93, 92, 36]",0.5294117647058824
"[76, 53, 52, 6, 33, 83, 82, 32, 37, 93, 92, 36]","[76, 53, 52, 6, 11, 65, 64, 10, 33, 83, 82, 32, 37, 93, 92, 36]",0.75
"[53, 52, 6, 33, 83, 82, 32, 37, 93, 92, 36]","[53, 52, 6, 11, 65, 64, 10, 33, 83, 82, 32, 37, 93, 92, 36]",0.7333333333333334
"[52, 6, 33, 83, 82, 32, 37, 93, 92, 36]","[52, 6, 11, 65, 64, 10, 33, 83, 82, 32, 37, 93, 92, 36]",0.7142857142857143
"[6, 70, 20, 13, 89, 63, 62, 61, 60, 45, 44, 88, 12, 9, 87, 61, 60, 45, 44, 86, 43, 42, 8]","[6, 11, 65, 64, 10, 33, 83, 82, 32, 37, 93, 92, 36]",0.04347826086956519
"[33, 83, 82, 32, 39, 95, 94, 38]","[11, 65, 64, 10, 33, 83, 82, 32, 37, 93, 92, 36]",0.33333333333333337
"[65, 64, 10, 25, 91, 90, 75, 74, 24, 25, 91, 90, 75, 74, 24]","[65, 64, 10, 33, 83, 82, 32, 37, 93, 92, 36]",0.19999999999999996
"[64, 10, 25, 91, 90, 75, 74, 24, 25, 91, 90, 75, 74, 24]","[64, 10, 33, 83, 82, 32, 37, 93, 92, 36]",0.1428571428571429
"[10, 25, 91, 90, 75, 74, 24]","[10, 33, 83, 82, 32, 37, 93, 92, 36]",0.11111111111111116
"[33, 83, 82, 32, 37, 93, 92, 36]","[33, 83, 82, 32, 37, 93, 92, 36]",1.0
"[83, 82, 32, 39, 95, 45, 44, 94, 43, 42, 38]","[83, 82, 32, 37, 93, 92, 36]",0.2727272727272727
"[82, 32, 37, 93, 92, 36]","[82, 32, 37, 93, 92, 36]",1.0
"[32, 37, 93, 92, 36]","[32, 37, 93, 92, 36]",1.0
"[37, 93, 92, 36]","[37, 93, 92, 36]",1.0
"[93, 92, 36]","[93, 92, 36]",1.0
"[92, 36]","[92, 36]",1.0
[36],[36],1.0
[],[],1.0
"[41, 83, 82, 32, 13, 89, 63, 62, 61, 60, 45, 44, 88, 12, 33, 83, 82, 32, 37, 93, 92, 36]","[41, 40, 51, 50, 59, 58, 2, 19, 18, 37, 93, 92, 36]",0.2272727272727273
"[40, 51, 50, 59, 58, 2, 33, 83, 82, 32, 13, 89, 63, 62, 61, 60, 45, 44, 88, 12, 37, 93, 92, 36]","[40, 51, 50, 59, 58, 2, 19, 18, 37, 93, 92, 36]",0.41666666666666663
"[51, 50, 59, 58, 2, 33, 83, 82, 32, 13, 89, 63, 62, 61, 60, 45, 44, 88, 12, 37, 93, 92, 36]","[51, 50, 59, 58, 2, 19, 18, 37, 93, 92, 36]",0.3913043478260869
"[50, 59, 58, 2, 33, 83, 82, 32, 13, 89, 63, 62, 61, 60, 45, 44, 88, 12, 25, 91, 90, 75, 74, 24]","[50, 59, 58, 2, 19, 18, 37, 93, 92, 36]",0.16666666666666663
"[59, 58, 2, 33, 83, 82, 32, 39, 95, 94, 38]","[59, 58, 2, 19, 18, 37, 93, 92, 36]",0.2727272727272727
"[58, 2, 33, 83, 82, 32, 33, 83, 82, 32, 37, 93, 92, 36]","[58, 2, 19, 18, 37, 93, 92, 36]",0.4285714285714286
"[2, 33, 83, 82, 32, 13, 89, 63, 62, 61, 60, 45, 44, 88, 12, 39, 95, 45, 44, 94, 43, 42, 38]","[2, 19, 18, 37, 93, 92, 36]",0.04347826086956519
"[33, 83, 82, 32, 13, 89, 63, 62, 61, 60, 45, 44, 88, 12, 33, 83, 82, 32, 39, 95, 45, 44, 94, 43, 42, 38]","[19, 18, 37, 93, 92, 36]",0.0
"[18, 37, 93, 92, 36]","[18, 37, 93, 92, 36]",1.0
"[33, 83, 82, 32, 37, 93, 45, 44, 92, 43, 42, 36]","[37, 93, 92, 36]",0.33333333333333337
"[93, 92, 36]","[93, 92, 36]",1.0
"[92, 36, 37, 93, 92, 36]","[92, 36]",0.33333333333333337
"[36, 37, 93, 92, 36]",[36],0.19999999999999996
"[23, 73, 72, 22, 25, 91, 90, 75, 74, 24]",[],0.0
"[41, 83, 82, 32, 13, 89, 63, 62, 61, 60, 45, 44, 88, 12, 33, 83, 82, 32, 37, 93, 92, 36]","[41, 40, 51, 50, 59, 58, 2, 17, 69, 68, 16, 25, 91, 90, 75, 74, 24, 25, 91, 90, 75, 74, 24]",0.04347826086956519
"[40, 51, 50, 59, 58, 2, 33, 83, 82, 32, 13, 89, 63, 62, 61, 60, 45, 44, 88, 12, 37, 93, 92, 36]","[40, 51, 50, 59, 58, 2, 17, 69, 68, 16, 25, 91, 90, 75, 74, 24, 25, 91, 90, 75, 74, 24]",0.25
