prediction,truth,similarity
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6]","[5, 6, 7, 18]",0.5
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6]","[5, 6, 7, 18]",0.5
[6],"[6, 7, 18]",0.33333333333333337
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18, 24, 25, 26, 25, 26, 25, 27, 28]",0.3846153846153846
"[5, 6, 7, 18]","[5, 6, 7, 18, 24, 25, 26, 25, 26, 25, 27, 28]",0.33333333333333337
"[6, 7, 18]","[6, 7, 18, 24, 25, 26, 25, 26, 25, 27, 28]",0.2727272727272727
"[7, 18]","[7, 18, 24, 25, 26, 25, 26, 25, 27, 28]",0.19999999999999996
"[18, 19, 20, 22, 23]","[18, 24, 25, 26, 25, 26, 25, 27, 28]",0.11111111111111116
[],"[24, 25, 26, 25, 26, 25, 27, 28]",0.0
"[25, 27, 28]","[25, 26, 25, 26, 25, 27, 28]",0.4285714285714286
"[27, 28]","[26, 25, 26, 25, 27, 28]",0.33333333333333337
"[25, 26, 25, 26, 25, 27, 28]","[25, 26, 25, 27, 28]",0.7142857142857143
"[27, 28]","[26, 25, 27, 28]",0.5
"[25, 26, 25, 27, 28]","[25, 27, 28]",0.6
"[27, 28]","[27, 28]",1.0
[28],[28],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 7, 18, 6]",0.6
"[5, 6, 7, 18]","[5, 7, 18, 6]",0.5
"[7, 18, 6]","[7, 18, 6]",1.0
"[18, 6]","[18, 6]",1.0
[6],[6],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6]","[5, 6, 7, 18]",0.5
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[7, 12, 7, 18, 3, 4, 3, 4, 3, 5, 6]","[7, 3, 5, 6, 18]",0.2727272727272727
"[12, 7, 18, 3]","[3, 5, 6, 18]",0.0
"[5, 6]","[5, 6, 18]",0.6666666666666667
[6],"[6, 18]",0.5
[18],[18],1.0
[],[],1.0
"[3, 5, 6]","[3, 5, 6, 7, 18]",0.6
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7]","[6, 7, 18]",0.6666666666666667
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 4, 3, 5, 6]","[3, 5, 6, 7, 18]",0.19999999999999996
"[5, 6]","[5, 6, 7, 18]",0.5
[6],"[6, 7, 18]",0.33333333333333337
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6]","[5, 6, 7, 18]",0.5
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[7, 3, 5, 6, 18]",0.6
"[3, 20, 18, 21, 4, 3, 4]","[3, 5, 6, 18]",0.1428571428571429
"[5, 6]","[5, 6, 18]",0.6666666666666667
[6],"[6, 18]",0.5
[],[18],0.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6]","[5, 6, 7, 18]",0.5
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6]",0.6
"[7, 18, 5, 6]","[5, 6]",0.5
[6],[6],1.0
"[7, 18]",[],0.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[7, 18, 6]","[6, 7, 18]",0.33333333333333337
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6]","[5, 6, 7, 18]",0.5
"[6, 7]","[6, 7, 18]",0.6666666666666667
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6]","[5, 6, 7, 18]",0.5
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[7, 3, 5, 18, 6]",0.19999999999999996
"[18, 3]","[3, 5, 18, 6]",0.25
"[5, 6, 18]","[5, 18, 6]",0.33333333333333337
"[6, 18]","[18, 6]",0.0
[6],[6],1.0
[],[],1.0
[],[],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[7, 3, 5, 6, 18]",0.6
"[18, 3, 4, 3, 5, 6]","[3, 5, 6, 18]",0.33333333333333337
"[5, 6, 18]","[5, 6, 18]",1.0
[6],"[6, 18]",0.5
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6]","[5, 6, 7, 18]",0.5
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
[18],[18],1.0
[],[],1.0
"[3, 5, 6, 7, 18]","[3, 5, 6, 7, 18]",1.0
"[5, 6, 7, 18]","[5, 6, 7, 18]",1.0
"[6, 7, 18]","[6, 7, 18]",1.0
"[7, 18]","[7, 18]",1.0
