prediction,truth,similarity
"[7, 6]","[7, 6, 9, 8, 10, 11, 4, 3, 10, 11, 4, 4, 11, 11, 4, 12]",0.125
[6],"[6, 9, 8, 10, 11, 4, 3, 10, 11, 4, 4, 11, 11, 4, 12]",0.06666666666666665
[],"[9, 8, 10, 11, 4, 3, 10, 11, 4, 4, 11, 11, 4, 12]",0.0
"[8, 11, 10, 4]","[8, 10, 11, 4, 3, 10, 11, 4, 4, 11, 11, 4, 12]",0.3076923076923077
"[11, 10, 4]","[10, 11, 4, 3, 10, 11, 4, 4, 11, 11, 4, 12]",0.25
"[11, 4, 3, 11, 4, 12]","[11, 4, 3, 10, 11, 4, 4, 11, 11, 4, 12]",0.5454545454545454
"[4, 3, 4, 11, 3, 12, 17]","[4, 3, 10, 11, 4, 4, 11, 11, 4, 12]",0.4
"[3, 11, 4, 12, 17]","[3, 10, 11, 4, 4, 11, 11, 4, 12]",0.33333333333333337
"[3, 13]","[10, 11, 4, 4, 11, 11, 4, 12]",0.0
"[11, 4, 3, 11, 4, 12]","[11, 4, 4, 11, 11, 4, 12]",0.7142857142857143
"[4, 13]","[4, 4, 11, 11, 4, 12]",0.16666666666666663
"[3, 11, 4, 4, 11, 12]","[4, 11, 11, 4, 12]",0.5
"[11, 12]","[11, 11, 4, 12]",0.5
[12],"[11, 4, 12]",0.33333333333333337
"[4, 13]","[4, 12]",0.5
[12],[12],1.0
[],[],1.0
"[7, 6]","[7, 6, 11, 10, 4, 9, 8, 3, 11, 11, 4, 11, 11, 4, 13]",0.1333333333333333
[6],"[6, 11, 10, 4, 9, 8, 3, 11, 11, 4, 11, 11, 4, 13]",0.0714285714285714
[],"[11, 10, 4, 9, 8, 3, 11, 11, 4, 11, 11, 4, 13]",0.0
[4],"[10, 4, 9, 8, 3, 11, 11, 4, 11, 11, 4, 13]",0.08333333333333337
"[4, 9, 8]","[4, 9, 8, 3, 11, 11, 4, 11, 11, 4, 13]",0.2727272727272727
"[9, 8]","[9, 8, 3, 11, 11, 4, 11, 11, 4, 13]",0.19999999999999996
[8],"[8, 3, 11, 11, 4, 11, 11, 4, 13]",0.11111111111111116
[],"[3, 11, 11, 4, 11, 11, 4, 13]",0.0
"[4, 11, 12]","[11, 11, 4, 11, 11, 4, 13]",0.2857142857142857
"[4, 4, 11, 12]","[11, 4, 11, 11, 4, 13]",0.33333333333333337
"[4, 4, 11, 12]","[4, 11, 11, 4, 13]",0.4
"[4, 11, 12]","[11, 11, 4, 13]",0.25
"[4, 4, 11, 12]","[11, 4, 13]",0.25
"[4, 4, 11, 12]","[4, 13]",0.25
"[4, 11, 12]",[13],0.0
[],[],1.0
"[7, 6]","[7, 6, 11, 4, 3, 4, 12]",0.2857142857142857
[6],"[6, 11, 4, 3, 4, 12]",0.16666666666666663
[],"[11, 4, 3, 4, 12]",0.0
[4],"[4, 3, 4, 12]",0.25
[],"[3, 4, 12]",0.0
[12],"[4, 12]",0.5
"[11, 12, 17]",[12],0.33333333333333337
[],[],1.0
"[7, 6]","[7, 6, 11, 4, 10, 9, 8, 3, 11, 4, 12, 17]",0.16666666666666663
[6],"[6, 11, 4, 10, 9, 8, 3, 11, 4, 12, 17]",0.09090909090909094
[],"[11, 4, 10, 9, 8, 3, 11, 4, 12, 17]",0.0
[4],"[4, 10, 9, 8, 3, 11, 4, 12, 17]",0.11111111111111116
[],"[10, 9, 8, 3, 11, 4, 12, 17]",0.0
[],"[9, 8, 3, 11, 4, 12, 17]",0.0
[8],"[8, 3, 11, 4, 12, 17]",0.16666666666666663
[],"[3, 11, 4, 12, 17]",0.0
"[11, 4, 12]","[11, 4, 12, 17]",0.75
"[3, 4, 11, 12, 17]","[4, 12, 17]",0.6
[12],"[12, 17]",0.5
[],[17],0.0
[],[],1.0
"[7, 6]","[7, 6, 9, 11, 4, 8, 3, 4, 11, 12]",0.19999999999999996
[6],"[6, 9, 11, 4, 8, 3, 4, 11, 12]",0.11111111111111116
[],"[9, 11, 4, 8, 3, 4, 11, 12]",0.0
"[8, 11, 10, 4]","[11, 4, 8, 3, 4, 11, 12]",0.1428571428571429
"[10, 4, 8, 3]","[4, 8, 3, 4, 11, 12]",0.33333333333333337
"[10, 8, 3, 11, 4, 12, 17]","[8, 3, 4, 11, 12]",0.4285714285714286
"[3, 11, 4, 11, 4, 12, 17]","[3, 4, 11, 12]",0.5714285714285714
"[12, 17]","[4, 11, 12]",0.0
"[11, 11, 4, 12, 17]","[11, 12]",0.4
"[12, 17]",[12],0.5
[17],[],0.0
"[7, 6]","[7, 6, 9, 8, 11, 10, 4, 3, 11, 4, 12, 17]",0.16666666666666663
[6],"[6, 9, 8, 11, 10, 4, 3, 11, 4, 12, 17]",0.09090909090909094
[],"[9, 8, 11, 10, 4, 3, 11, 4, 12, 17]",0.0
"[8, 11, 10, 4]","[8, 11, 10, 4, 3, 11, 4, 12, 17]",0.4444444444444444
"[11, 10, 4]","[11, 10, 4, 3, 11, 4, 12, 17]",0.375
"[10, 4]","[10, 4, 3, 11, 4, 12, 17]",0.2857142857142857
[4],"[4, 3, 11, 4, 12, 17]",0.16666666666666663
[],"[3, 11, 4, 12, 17]",0.0
"[4, 12]","[11, 4, 12, 17]",0.5
"[4, 12]","[4, 12, 17]",0.6666666666666667
[12],"[12, 17]",0.5
[],[17],0.0
[],[],1.0
"[7, 6]","[7, 6, 11, 4, 10, 9, 8]",0.2857142857142857
[6],"[6, 11, 4, 10, 9, 8]",0.16666666666666663
[],"[11, 4, 10, 9, 8]",0.0
[4],"[4, 10, 9, 8]",0.25
[],"[10, 9, 8]",0.0
"[8, 3, 11, 4, 12]","[9, 8]",0.0
[8],[8],1.0
[],[],1.0
"[7, 6]","[7, 6, 4, 11, 10, 8, 3]",0.2857142857142857
[6],"[6, 4, 11, 10, 8, 3]",0.16666666666666663
[],"[4, 11, 10, 8, 3]",0.0
[11],"[11, 10, 8, 3]",0.25
[],"[10, 8, 3]",0.0
[],"[8, 3]",0.0
"[9, 3, 11, 4, 12, 17]",[3],0.16666666666666663
[9],[],0.0
"[7, 6]","[4, 11, 7, 6, 10, 9, 8, 3, 4, 11, 11, 4, 4, 11, 12, 17]",0.125
"[11, 10, 7, 6, 8, 3, 12]","[11, 7, 6, 10, 9, 8, 3, 4, 11, 11, 4, 4, 11, 12, 17]",0.33333333333333337
"[7, 6, 9, 8]","[7, 6, 10, 9, 8, 3, 4, 11, 11, 4, 4, 11, 12, 17]",0.2857142857142857
[6],"[6, 10, 9, 8, 3, 4, 11, 11, 4, 4, 11, 12, 17]",0.07692307692307687
[8],"[10, 9, 8, 3, 4, 11, 11, 4, 4, 11, 12, 17]",0.08333333333333337
[11],"[9, 8, 3, 4, 11, 11, 4, 4, 11, 12, 17]",0.09090909090909094
[8],"[8, 3, 4, 11, 11, 4, 4, 11, 12, 17]",0.09999999999999998
"[3, 4, 11, 12]","[3, 4, 11, 11, 4, 4, 11, 12, 17]",0.4444444444444444
"[11, 4, 12]","[4, 11, 11, 4, 4, 11, 12, 17]",0.375
