prediction,truth,similarity
"[12, 4, 10, 7, 5, 13, 3]","[12, 10, 3]",0.4285714285714286
"[10, 10, 3]","[10, 3]",0.6666666666666667
"[10, 3]",[3],0.5
[],[],1.0
"[12, 4, 10, 7, 5, 13, 3]","[12, 10, 3]",0.4285714285714286
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 10, 3]","[10, 3]",0.6666666666666667
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 14, 10, 3]",0.75
"[10, 3]","[14, 10, 3]",0.6666666666666667
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 10, 12, 14, 12, 10, 3]",0.4285714285714286
"[10, 3]","[10, 12, 14, 12, 10, 3]",0.33333333333333337
[3],"[12, 14, 12, 10, 3]",0.19999999999999996
"[10, 3]","[14, 12, 10, 3]",0.5
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 4, 10, 7, 5, 13, 3]","[12, 10, 3]",0.4285714285714286
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 10, 10, 3]",0.75
"[10, 3]","[10, 10, 3]",0.6666666666666667
[3],"[10, 3]",0.5
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[2, 12, 10, 3]",0.75
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[10, 3]",0.6666666666666667
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 4, 10, 7, 5, 13, 3]","[10, 3]",0.2857142857142857
[3],[3],1.0
[],[],1.0
"[12, 4, 10, 7, 5, 13, 3]","[2, 12, 10, 3]",0.2857142857142857
"[12, 4, 10, 7, 5, 13, 3]","[12, 10, 3]",0.4285714285714286
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 4, 10, 7, 5, 13, 3]","[12, 10, 12, 10, 3]",0.4285714285714286
"[10, 3]","[10, 12, 10, 3]",0.5
[3],"[12, 10, 3]",0.33333333333333337
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 10, 10, 3]",0.75
"[10, 3]","[10, 10, 3]",0.6666666666666667
[3],"[10, 3]",0.5
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 10, 3]","[10, 3]",0.6666666666666667
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[14, 10, 3]",0.6666666666666667
"[10, 10, 3]","[10, 3]",0.6666666666666667
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[2, 2, 12, 10, 3]",0.6
"[12, 4, 10, 7, 5, 13, 3]","[2, 12, 10, 3]",0.2857142857142857
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[14, 10, 3]","[10, 3]",0.6666666666666667
"[10, 5, 3]",[3],0.33333333333333337
[],[],1.0
"[12, 10, 3]","[12, 10, 3]",1.0
"[14, 10, 3]","[10, 3]",0.6666666666666667
[3],[3],1.0
[],[],1.0
"[12, 4, 10, 7, 5, 13, 3]","[12, 10, 12, 14, 12, 14, 12, 14, 10, 3]",0.19999999999999996
"[10, 3]","[10, 12, 14, 12, 14, 12, 14, 10, 3]",0.2222222222222222
[3],"[12, 14, 12, 14, 12, 14, 10, 3]",0.125
"[10, 3]","[14, 12, 14, 12, 14, 10, 3]",0.2857142857142857
"[12, 10, 3]","[12, 14, 12, 14, 10, 3]",0.5
"[10, 3]","[14, 12, 14, 10, 3]",0.4
"[12, 10, 3]","[12, 14, 10, 3]",0.75
"[10, 3]","[14, 10, 3]",0.6666666666666667
"[12, 10, 3]","[10, 3]",0.6666666666666667
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 14, 12, 10, 3]",0.6
"[10, 3]","[14, 12, 10, 3]",0.5
"[10, 10, 3]","[12, 10, 3]",0.6666666666666667
"[14, 10, 3]","[10, 3]",0.6666666666666667
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 14, 12, 10, 3]",0.6
"[10, 3]","[14, 12, 10, 3]",0.5
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 14, 10, 3]",0.75
"[10, 3]","[14, 10, 3]",0.6666666666666667
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 4, 10, 7, 5, 13, 3]","[12, 10, 3]",0.4285714285714286
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 14, 12, 10, 3]",0.6
"[10, 3]","[14, 12, 10, 3]",0.5
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 4, 10, 7, 5, 13, 3]","[12, 10, 3]",0.4285714285714286
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
"[12, 10, 3]","[12, 10, 3]",1.0
"[10, 3]","[10, 3]",1.0
[3],[3],1.0
[],[],1.0
